ACCE_ABSORB_COST	Emiş fiyatı: {}
ERROR_TARGET_HAVE_BLOCK_CHAT	|cffff796a|H|h[Block chat] Ich kann dir nicht antworten, da ich einen Chat-Block habe.:|h|r [{} Stunden] [{} Minuten] [{} Sekunden]
GIFTBOX_FUNCTIONALITY_DESC	CTRL + right click to open 50 examples.
GUILDSTORAGE_NEXT_LOG_OPEN_TIME	Du kannst die Logs erst wieder in 30 Sekunden anfordern.
HID_QUEST_BUTTONS	Hide Quests
INNER_DECAY	Inner decay
INTRO_SELECT_LEVEL	Lv. {}
INVENTORY_REALLY_STOP_USE_ITEM	Are you sure that you want to take this item off?
KEY_GRAVE_LALT	ALT + `
LANG_ARABIC	Arabic
LANG_BULGARIAN	Bulgarian
LANG_CROATIAN	Croatian
LANG_CZECH	Czech
LANG_DANISH	Danish
LANG_DEFAULT	Default
LANG_ENGLISH	English
LANG_FRENCH	French
LANG_GERMAN	German
LANG_GREEK	Greek
LANG_HUNGARIAN	Hungarian
LANG_ITALIAN	Italian
LANG_NETHERLANDISH	Dutch
LANG_POLISH	Polish
LANG_PORTUGUESE	Portuguese
LANG_RESTART_FOR_CHANGE	VERY IMPORTANT! A Client-Restart is needed to activate your settings.
LANG_ROMANIAN	Romanian
LANG_RUSSIAN	Russian
LANG_SPANISH	Spanish
LANG_TURKEY	Turkish
LOGIN_CONNECT_CANCEL	The connection has stopped.
LOGIN_FAILURE_SHUTDOWN_TIME	Go to bed ...
LOGIN_FAILURE_VERSION	İstemci sürümünüz çok eski, lütfen güncelleyin. .
LOGIN_FAILURE_WRONG_SOCIALID	Your security code is wrong
LOGIN_THROTTLE_TEXT	Too many failes logins\\nTry again in {}.
MAP_AFFEN	Solitary
MAP_ALABASTA	Anime-Farmmap (150)
MAP_ANGLAR_DUNGEON	Anglar Dungeon
MAP_CRYSTAL_DUNGEON	Crystal-Dungeon
MAP_DEMONDUNGEON	Dimension-Dungeon
MAP_DEVILTOWER2	Hell-Dungeon
MAP_EISLAND	Iceland High
MAP_FEUERLAND	Fireland High
MAP_FEUERWALDEIS	Fireforest ice 
MAP_GUILD_BUILD	GM-Playground
MAP_GUILD_INSIDE	Monarch country 
MAP_NAGA	Naga Valley
MAP_ORC_LABRINTH	Orc-Maze
MAP_ORKA	Orka
MAP_TREE2	Red Wood
MAP_UNDERWATER	Underwater-Dungeon
MAP_ZODIAC	Zodiac Temple
MESSAGE_POPUP_FRIEND_LOGIN	{} is online now
MESSAGE_POPUP_FRIEND_LOGOUT	{} is offline now
MESSAGE_POPUP_MESSAGE	Notice
MESSENGER_ADD_FRIEND_ANSWER_TIMEOVER	Arkadaşlık isteği iptal edildi.
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND	{} seni arkadaş olarak aldı, kabul ediyor musun?
MINI_GAME_RUMI_EXIT_QUESTION2	 Puanlarınıza göre bir ödül alırsınız.
MINI_GAME_RUMI_START_QUESTION2	 Oynamak istiyor musun?
NEVER_EXPIRES_DURATION	Süresi dolmaz
OPTION_SHOW_NPC_SHOPS	Shops
OWN_INVALID_LANGUAGE	Bu dil şu anda mevcut değil.
OWN_LOGIN_FAILURE_ADVERT	Harici reklam, hesap kalıcı olarak engellendi.
OWN_LOGIN_FAILURE_AMZ	Yanlış Amazon kodu
OWN_LOGIN_FAILURE_AMZN	Yanlış Amazon kodu
OWN_LOGIN_FAILURE_BOT	Botlama algılandı / Kalıcı Olarak Yasaklandı
OWN_LOGIN_FAILURE_DON	Bağış hatası
OWN_LOGIN_FAILURE_EPVP	EPVP'de işlem yapmayı deneyin
OWN_LOGIN_FAILURE_HWIDB	Erişim reddedildi.
OWN_LOGIN_FAILURE_MAINT	Bakım / servis
OWN_LOGIN_FAILURE_PERM	Sanal ev yasağı, tartışma yok.
OWN_LOGIN_FAILURE_PWCHANGE	Lütfen şifrenizi değiştirin
OWN_LOGIN_FAILURE_SCAM	Bu hesap saldırıya uğradı, lütfen Ekiple iletişime geçin
OWN_LOGIN_FAILURE_TRADE	Sunucu Ticareti / Kalıcı Olarak Yasaklandı
OWN_LOGIN_FAILURE_TS3	Lütfen teamspeak sunucumuza gelin
OWN_LOGIN_FAILURE_WHWID	Bu hesap için PC etkinleştirilmedi
POLYMORPH_AFFECT_REMOVE_QUESTION	Are you sure you want to remove polymorph?
POLYMORPH_AFFECT_TOOLTIP	Polymorph Marble
PRESET_DELETE	Del.
PRESET_DELETE_TOOLTIP	Delete the current preset
PRESET_SAVE	S.
PRESET_SAVE_TOOLTIP	Save your preset
PRIVATESHOPSEARCH_COSTUME_WEAPON	 Silah görünümü
PRIVATESHOPSEARCH_RING	Ring
PRIVATESHOPSEARCH_SUB_AFFECT	Elixier
PRIVATESHOPSEARCH_SUB_ANIT_EXP	Anti-EXP
PRIVATESHOPSEARCH_SUB_AUTO_HP	Auto-HP
PRIVATESHOPSEARCH_SUB_AUTO_SP	Auto-SP
PRIVATESHOPSEARCH_SUB_MOUNT	Mounts
PRIVATESHOPSEARCH_SUB_PET	Pets
PRIVATESHOPSEARCH_TOGGLE	toggleable
PROPOSALS	Proposals
SHOP_ITEM_REMOVED	Sold out
SHOWN_QUEST_BUTTONS	show Quests
SKILLGROUP_NAME_ASSASSIN_1	Blade Fight
SKILLGROUP_NAME_ASSASSIN_2	Archery
SKILLGROUP_NAME_NONE	None
SKILLGROUP_NAME_SHAMAN_1	Dragon Force
SKILLGROUP_NAME_SHAMAN_2	Healing Force
SKILLGROUP_NAME_SURA_1	Magic Weapon
SKILLGROUP_NAME_SURA_2	Black-Magic
SKILLGROUP_NAME_WARRIOR_1	Body-Fight
SKILLGROUP_NAME_WARRIOR_2	Mental-Fight
SKILL_BUDONG	Wird nicht mehr benutzt
SKILL_GEONGON	SKILL_GEONGON Wird nicht mehr benutzt
SKILL_GRADE_NAME_LEGENDARY_MASTER	{} Mükemmel Usta
SKILL_GROUP_WOLFMAN_1	Instinct
SKILL_GROUP_WOLFMAN_2	N.A
SKILL_HWAYEOM	SKILL_HWAYEOM Wird nicht mehr benutzt
SKILL_HYEOLMA	SKILL_HYEOLMA Wird nicht mehr benutzt
SKILL_INMA	SKILL_INMA Wird nicht mehr benutzt
SKILL_JEUNGCHE	SKILL_JEUNGCHE Wird nicht mehr benutzt
SKILL_JEUNGHON	SKILL_JEUNGHON Wird nicht mehr benutzt
SKILL_JIGAM	SKILL_JIGAM Wird nicht mehr benutzt
SKILL_JIPJUNG	SKILL_JIPJUNG Wird nicht mehr benutzt
SKILL_JUMAGEOM	SKILL_JUMAGEOM Wird nicht mehr benutzt
SKILL_KWAEGEOM	SKILL_KWAEGEOM Wird nicht mehr benutzt
SKILL_LEGBOUND	SKILL_LEGBOUND Wird nicht mehr benutzt
SKILL_MUSA	SKILL_MUSA Wird nicht mehr benutzt
SKILL_SINCHAK	SKILL_SINCHAK Wird nicht mehr benutzt
SKILL_WONSIN	SKILL_WONSIN Wird nicht mehr benutzt
SKILL_YONGSIN	SKILL_YONGSIN Wird nicht mehr benutzt
TARGET_HP_INFO	{0}/{1}({2:0.2f}%) HP
TARGET_INFO_DAMAGE	hasar : {} - {}
TARGET_INFO_DEFENSE	Savunma : {}
TARGET_INFO_EXP	deneyim : {}
TARGET_INFO_GOLD_MIN_MAX	Yang: {} ~ {}
TARGET_INFO_MAINRACE	ırk : {}
TARGET_INFO_MAX_HP	Max. HP : {}
TARGET_INFO_NEWRACE_DESERT	çöl
TARGET_INFO_NEWRACE_FIRE	ateş
TARGET_INFO_NEWRACE_ICE	Ice
TARGET_INFO_NEWRACE_INSECT	böcek
TARGET_INFO_NEWRACE_TREE	ağaç
TARGET_INFO_NO_ITEM_TEXT	 kullanılabilir öğe yok
TARGET_INFO_NO_RACE	 No race
TARGET_INFO_RACE_ANIMAL	Rathalos
TARGET_INFO_RACE_DARK	karanlık
TARGET_INFO_RACE_DESERT	çöl yaratık
TARGET_INFO_RACE_DEVIL	şeytan
TARGET_INFO_RACE_EARTH	Dünya
TARGET_INFO_RACE_ELEC	yıldırım 
TARGET_INFO_RACE_FIRE	ateş
TARGET_INFO_RACE_HUMAN	Yarı insan
TARGET_INFO_RACE_ICE	buz
TARGET_INFO_RACE_INSECT	böcek
TARGET_INFO_RACE_METIN	taş
TARGET_INFO_RACE_MILGYO	Gods 
TARGET_INFO_RACE_ORC	Fatalis
TARGET_INFO_RACE_TREE	Creatures
TARGET_INFO_RACE_UNDEAD	ölümsüz
TARGET_INFO_RACE_WIND	rüzgar
TARGET_INFO_REGEN_INFO	yenilenme {}% her {} sec.
TARGET_INFO_RESISTS	Resists:
TARGET_INFO_RESISTS_LINE0	kılıç: {}% iki elle: {}% çan: {}%
TARGET_INFO_RESISTS_LINE1	hançer: {}% yelpaze: {}% pruva: {}%
TARGET_INFO_STONE_NAME	 hayalet taş
TARGET_INFO_SUBRACE	altcins : {}
TARGET_LEVEL_LEGENDARY	efsanevi
TIME_MIN	{}Min
TIME_MIN_SEC	{}Min:{}Sec
TOOLTIP_APPLY_ATTBONUS_ARACHNID	Strong against Spiders +{}%
TOOLTIP_APPLY_ATTBONUS_BOSS	Bosslara karşı güçlü + {}%
TOOLTIP_APPLY_ATTBONUS_METIN	Metinlara karşı güçlü +{}%
TOOLTIP_APPLY_ATTBONUS_TRENT	Creatures karşı güçlü + {}%
TOOLTIP_APPLY_BOOST_CRITICAL_DMG	Critical Boost +{}%
TOOLTIP_APPLY_BOOST_PENETRATE_DMG	Penetrate Boost +{}%
TOOLTIP_EXP_CURSE	ExpFluch+{}
TOOLTIP_NEXT_SKILL_LEVEL_3	Next Level: {}
TOOLTIP_PICK_MAX	 Maximum Upgrade
TOOLTIP_SHOP_DOUBLE_UP	Offline time+{}
TRADE_FOR_NOTHING1	Eşyaları veriyorsunuz,
TRADE_FOR_NOTHING2	bu geri döndürülemez.
TRADE_FOR_NOTHING3	Devam etmek istediğinizden emin misiniz?
VALUABLE_ITEM_SURE	This item could be valueable for you
WAR_DIALOG_LIVES	Lifes
WHISPER_ADMIN_CANCEL_ACTION	Eylemi sonlandır
WHISPER_ADMIN_CANNOT_SEND_MESSAGE	Sisteme cevap veremezsiniz.
WHISPER_ADMIN_CLEAR_MESSAGE	Metni sil
WHISPER_ADMIN_CUR_LANG	[i] Seçilen mevcut dil: |cFFffce00[{}]
WHISPER_ADMIN_LEN_TEXT	[i] Minimum / maksimum karakter: |cFF7cff00{}|r/|cFFff0000{}|r
WHISPER_ADMIN_MESSAGE	[Bilgi]: [{}]: {}
WHISPER_ADMIN_QUESTION_SEND	Bu mesajı gönderdiğinizden emin misiniz? Paneli kullanma izniniz yoksa, sonuçlarla karşılaşacaksınız.
WHISPER_ADMIN_SEND_MESSAGE	Mesaj gönder
WHISPER_ADMIN_TITLE_NAME	GM: İlgili bölge için fısıltı mesajı gönder
YOUR_PRESET_WAS_CREATED	Your preset {} was created successfully.
YOUR_PRESET_WAS_REMOVED	Your preset {} was successfully removed.
YOUR_SHOP	Senin Pazarın
YOU_NEED_TO_NAME_YOUR_PRESET	You need to name your preset.
YOU_NEED_TO_NAME_YOUR_PRESET_PROPERLY	You need to name your proposal properly now special chars allowed.
LOGIN_FAILURE_PIN	PIN Yanlış
LOGIN_FAILURE_PINBLK	PIN Yanlış
AFFECT_REMOVE_QUESTION	Bu buff'ı gerçekten kaldırmak istiyor musun?
REFINE_SET_1666_WARNING_1	Are you sure you want to improve this item?
REFINE_SET_1666_WARNING_2	ATTENTION: All ores disappear after reinforcement.
WHISPER_GM_WARNING	Merhaba veya "Merhaba" gibi iletiler yok sayılır. En kısa sürede bir cevap almak için lütfen doğrudan sorunuzu sorun.
WHISPER_USER_WARNING	[Bilgilendirme] Kullanıcı adınızı veya şifrenizi asla vermeyin. Sanal malların gerçek parayla satın alınması yasaktır.
END_PREVIEW	P. Kapat
CHOOSE_TITLE	Başlık Seçin
CHOOSE_TITLE_TEXT	Bir başlık ve renk seçin.
HGUARD_CODE_ERROR	Geçersiz kod
PRIVATE_SHOP_REMOVE_ITEM_QUESTION	Bu öğeyi gerçekten kaldırmak istiyor musunuz?
PRIVATE_SHOP_OPEN_BUTTON	Açık dükkan
PREVIEW	Önizleme
LOGIN_FAILURE_EINVAL	Yanlış giriş!
PVP_LEVEL0	Tanrı
PVP_LEVEL1	Isimsiz
PVP_LEVEL2	ExESoR
PVP_LEVEL3	Benzersiz
PVP_LEVEL4	Ragnarok
PVP_LEVEL5	Ölümsüz
PVP_LEVEL6	Ebedi
PVP_LEVEL7	mistik
PVP_LEVEL8	Sonsuz
PVP_LEVEL9	Efsanevi
PVP_LEVEL10	Tanrıeşit
PVP_LEVEL11	İlahi
PVP_LEVEL12	Yarı İnsan
PVP_LEVEL13	Kutsal
PVP_LEVEL14	Ne mutlu
PVP_LEVEL15	hükümdar
PVP_LEVEL16	Baron
PVP_LEVEL17	İmparatoru
PVP_LEVEL18	Kral
PVP_LEVEL19	Kraliyet
PVP_LEVEL20	Büyük Dük
PVP_LEVEL21	Arşidük
PVP_LEVEL22	Duke
PVP_LEVEL23	Baron
PVP_LEVEL24	Sayısı
PVP_LEVEL25	asil
PVP_LEVEL26	Mareşal
PVP_LEVEL27	şövalyece
PVP_LEVEL28	Şövalye
PVP_LEVEL29	Komutan
PVP_LEVEL30	|cff00ffffKahraman
PVP_LEVEL31	|cff00ffffKahraman
PVP_LEVEL32	|cff1e65d1Soylu
PVP_LEVEL33	|cff558bdcİyi
PVP_LEVEL34	|cff6c64e3Arkadaşça
PVP_LEVEL35	Nötr
PVP_LEVEL36	Agresif
PVP_LEVEL37	Kötü amaçlı
PVP_LEVEL38	Yüzeysel
PVP_LEVEL39	çiftçi
PVP_LEVEL40	İrritabl
PVP_LEVEL41	|cffff0000Zalim
PVP_LEVEL42	şirret
PVP_LEVEL43	öfkeli
PVP_LEVEL44	pervasızca
PVP_LEVEL45	Korkusuz
PVP_LEVEL46	Acımasızca
PVP_LEVEL47	Ayrımcı
PVP_LEVEL48	Düşman
PVP_LEVEL49	habis
PVP_LEVEL50	kötülük
PVP_LEVEL51	Zalim
PVP_LEVEL52	Desecrator
PVP_LEVEL53	Lanet olsun!
PVP_LEVEL54	Lanetli
PVP_LEVEL55	Acımasız
PVP_LEVEL56	Destroyer
PVP_LEVEL57	Kana susamış
PVP_LEVEL58	sürgün
PVP_LEVEL59	Kan Tanrısı
PVP_LEVEL60	Şeytan
PVP_LEVEL61	Lucifer
PVP_LEVEL0_FEMALE	Tanrı
PVP_LEVEL1_FEMALE	Isimsiz
PVP_LEVEL2_FEMALE	ExESoR
PVP_LEVEL3_FEMALE	Benzersiz
PVP_LEVEL4_FEMALE	Ragnarok
PVP_LEVEL5_FEMALE	Ölümsüz
PVP_LEVEL6_FEMALE	Ebedi
PVP_LEVEL7_FEMALE	mistik
PVP_LEVEL8_FEMALE	Sonsuz
PVP_LEVEL9_FEMALE	Efsanevi
PVP_LEVEL10_FEMALE	Tanrıeşit
PVP_LEVEL11_FEMALE	İlahi
PVP_LEVEL12_FEMALE	Yarı İnsan
PVP_LEVEL13_FEMALE	Kutsal
PVP_LEVEL14_FEMALE	Ne mutlu
PVP_LEVEL15_FEMALE	hükümdar
PVP_LEVEL16_FEMALE	Baron
PVP_LEVEL17_FEMALE	İmparatoru
PVP_LEVEL18_FEMALE	Kral
PVP_LEVEL19_FEMALE	Kraliyet
PVP_LEVEL20_FEMALE	Büyük Dük
PVP_LEVEL21_FEMALE	Arşidük
PVP_LEVEL22_FEMALE	Duke
PVP_LEVEL23_FEMALE	Baron
PVP_LEVEL24_FEMALE	Sayısı
PVP_LEVEL25_FEMALE	asil
PVP_LEVEL26_FEMALE	Mareşal
PVP_LEVEL27_FEMALE	şövalyece
PVP_LEVEL28_FEMALE	Şövalye
PVP_LEVEL29_FEMALE	Komutan
PVP_LEVEL30_FEMALE	|cff00ffffKahraman
PVP_LEVEL31_FEMALE	Asil
PVP_LEVEL32_FEMALE	İyi
PVP_LEVEL33_FEMALE	iyi huylu
PVP_LEVEL34_FEMALE	Dostu
PVP_LEVEL35_FEMALE	Nötr
PVP_LEVEL36_FEMALE	Agresif
PVP_LEVEL37_FEMALE	Kötü amaçlı
PVP_LEVEL38_FEMALE	Yüzeysel
PVP_LEVEL39_FEMALE	çiftçi
PVP_LEVEL40_FEMALE	İrritabl
PVP_LEVEL41_FEMALE	|cffff0000Zalim
PVP_LEVEL42_FEMALE	şirret
PVP_LEVEL43_FEMALE	öfkeli
PVP_LEVEL44_FEMALE	pervasızca
PVP_LEVEL45_FEMALE	Korkusuz
PVP_LEVEL46_FEMALE	Acımasızca
PVP_LEVEL47_FEMALE	Ayrımcı
PVP_LEVEL48_FEMALE	Düşman
PVP_LEVEL49_FEMALE	habis
PVP_LEVEL50_FEMALE	kötülük
PVP_LEVEL51_FEMALE	Zalim
PVP_LEVEL52_FEMALE	Desecrator
PVP_LEVEL53_FEMALE	Lanet olsun!
PVP_LEVEL54_FEMALE	Lanetli
PVP_LEVEL55_FEMALE	Acımasız
PVP_LEVEL56_FEMALE	Destroyer
PVP_LEVEL57_FEMALE	Kana susamış
PVP_LEVEL58_FEMALE	sürgün
PVP_LEVEL59_FEMALE	Kan Tanrısı
PVP_LEVEL60_FEMALE	Şeytan
PVP_LEVEL61_FEMALE	Lucifer
REFINE_COST_AND_PERC	Şans: {}%\nMarkalar: {} Altın
REFINE_KEEP_WINDOW_OPEN	Pencereyi açık tutuyor musunuz?
SCREENSHOT_SAVE_SUCCESS	Ekran görüntünüz% s başarıyla kaydedildi.
SELECT_STORAGE_GUILD	Lonca Deposu
SELECT_STORAGE_MALL	ItemShop
SELECT_STORAGE_SAFEBOX	Depo
SELECT_STORAGE_TITLE	Depolama Alanını Seçin
NOT_POSSIBLE	[İzin verilmiyor]
TOOLTIP_ANTIFLAG_CHANGE_ATTRIBUTE	Anahtarı
TOOLTIP_ANTIFLAG_DESTROY	yok
TOOLTIP_ANTIFLAG_DROP	Bırak
TOOLTIP_ANTIFLAG_GIVE	Değişim
TOOLTIP_ANTIFLAG_MYSHOP	Dükkanı
TOOLTIP_ANTIFLAG_PKDROP	PvP-Bırak
TOOLTIP_ANTIFLAG_SAFEBOX	Depolama
TOOLTIP_ANTIFLAG_SELL	Satış
TOOLTIP_ANTIFLAG_STACK	Stack
SWITCHBOT_TEXT1	Switchbot'u Başlat
SWITCHBOT_TEXT10	) başlangıç
SWITCHBOT_TEXT11	İnaktif
SWITCHBOT_TEXT12	6/7 Etkin
SWITCHBOT_TEXT13	6/7 durak
SWITCHBOT_TEXT14	bitirdi
SWITCHBOT_TEXT15	) durak
SWITCHBOT_TEXT16	6/7 Tamamlandı
SWITCHBOT_TEXT17	6/7 özgeçmiş
SWITCHBOT_TEXT18	Alan% d: bitti!
SWITCHBOT_TEXT19	Alan% d: Anahtar öğesi yok!
SWITCHBOT_TEXT2	6 / 7'yi başlat
SWITCHBOT_TEXT20	Etkin (% d %%)
SWITCHBOT_TEXT21	Yuva 6/7% d: bitti!
SWITCHBOT_TEXT22	Etkin 6/7 (% d %%)
SWITCHBOT_TEXT23	Öğeyi buraya yerleştirin
SWITCHBOT_TEXT24	Bu öğeyi değiştiremezsiniz.
SWITCHBOT_TEXT25	Bu yuva zaten eklenmiş!
SWITCHBOT_TEXT26	Öğe eklendi!
SWITCHBOT_TEXT27	genişletmek
SWITCHBOT_TEXT28	tümünü durdur
SWITCHBOT_TEXT29	Minimize
SWITCHBOT_TEXT3	Bonus
SWITCHBOT_TEXT30	Ayrıntılı Yardım
SWITCHBOT_TEXT31	Yardımı
SWITCHBOT_TEXT32	Bilgisi
SWITCHBOT_TEXT33	başlangıç
SWITCHBOT_TEXT34	+ str (index + 1) +
SWITCHBOT_TEXT4	- Seçili özellik yok -
SWITCHBOT_TEXT5	İnaktif
SWITCHBOT_TEXT6	6/7 Etkin değil
SWITCHBOT_TEXT7	sekmeyi kapat
SWITCHBOT_TEXT8	Aktif
SWITCHBOT_TEXT9	anahtarı (
TARGET_BUTTON_UNBLOCK	Deblock
TARGET_CHAT_BLOCK	Oyuncu Sohbet bloğu
TARGET_DISCONNECT	cikis oyuncusu
WIKI_CHESTINFO_COMMON_DROP	Alternatif dropp
PET_TOOLTUP_SKILL	{} (Adım {})
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_OFFLINE	Çevrimdışı
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_ACCOUNTBAN	Zaten {} kez engellendi.
WIKI_CATEGORY_DUNGEONS	Zindanlar
WIKI_CATEGORY_EVENTS	Etkinlikler
QUEST_TIMER_DUNGEON_DESC	açıklama
WIKI_MONSTERINFO_DMG_HP	Hasar {} - {} (Maks-HP {})
ADMIN_MANAGER_OBSERVER_GENERAL_PID	Kimlik: {}
CHARACTER_NAME_MAX_LEN	24
QUEST_TIMER_INFECTED	QUEST_TIMER_INFECTED
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_INAME_TOOLTIP	Öğe adı
WIKI_SUBCATEGORY_COSTUMES	Kostümler
WIKI_SUBCATEGORY_FISHPUZZLE	Balık yapboz
PET_SKILL_TOOLTIP_HEAL	HP'niz %% 20'nin altına düşerse,% {} oranında HP'nizi artırmak için\r\r\n{}% bir şans elde edersiniz.
ADMIN_MANAGER_ITEM_MAIN_RESULT_OWNER_TYPE_PLAYER	oyuncu
WIKI_SUBCATEGORY_RUNES	Rünler
WIKI_SUBCATEGORY_BATTLEPASS	Savaş geçidi
WIKI_SUBCATEGORY_WEAPONS	silahlar
WIKI_SUBCATEGORY_PET	Evcil Hayvan
WIKI_MONSTERINFO_IMMUNE_NOTHING	Hiçbir şey değil
WIKI_MONSTERINFO_LEVEL	Seviye {}
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_EQUIPMENT	Ekipmanlar
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_IID_TOOLTIP	Öğe Kimliği
PET_TOOLTIP_SP	MP
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_IID	Öğe Kimliği
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_UNBAN1	Sohbet yasağını kaldır 1
WIKI_SUBCATEGORY_NEMERE	Nemere
WIKI_SUBCATEGORY_BELTS	kemer
WIKI_REFINEINFO_YANG_COSTS	Yang maliyeti
WIKI_MONSTERINFO_DROPLISTOF	Bırakma listesi {}
PET_TOOLTIP_SKILL_BONUS_VALUE	kahraman eğitiminde
WIKI_CATEGORY_MONSTERS	canavar
WIKI_MONSTERINFO_IMMUNE_TO	Karşı savunma {}
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_TIMEOUT	Çalıştırmak {}
WIKI_SUBCATEGORY_SHOES	Ayakkabı
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_INAME	Öğe adı
ADMIN_MANAGER_BAN_RESULT_BAN_TIME_INVALID	Geçersiz zaman
WIKI_SUBCATEGORY_OKAY_CARD	Tamam kartları
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_UNBAN2	Sohbet yasağını kaldır 2
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_TIMEOUT	İçinde sona eriyor {}
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_ACCOUNT_TOOLTIP	Hesap ara
ADMIN_MANAGER_OBSERVER_REASON_INPUT_BAN2	Bantext2
SWITCHBOT_NEWTEXT6	Bununla 6/7 ikramiye görüntüsünü değiştirebilirsiniz.
WIKI_REFINEINFO_ITEM_LEVEL	Öğe Düzeyi {}
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_OFFLINE	Çevrimdışı
ADMIN_MANAGER_OBSERVER_BAN_STATUS_RUNNING	Hala {}
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_GM_ITEM_TOOLTIP	GM Öğesi
YES	Evet
WIKI_CHESTINFO_CONTENTOF	{} İçeren
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_ACCOUNT	Hesap: {} ({})
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_PLAYER	Oyuncu: {} (Lv. {}) PID: {}
QUEST_TIMER_LOCKED_TEXT	Engellendi
WIKI_CATEGORY_EQUIPEMENT	Ekipmanlar
WIKI_SUBCATEGORY_DEMONTOWER	İblis kulesi
WIKI_SUBCATEGORY_LV100	Lv 100
ADMIN_MANAGER_BAN_LOG_TITLE	Oyuncu {}({})
PET_TOOLTIP_LEVEL	Seviye
WIKI_SUBCATEGORY_LV1_75	Tümü
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_PID	Oyuncu Kimliği {}
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_ACCOUNT	Hesap ara
WIKI_SUBCATEGORY_105_AND_NOW	105 şimdi ne var?
WIKI_SUBCATEGORY_ARMOR	zırh
WIKI_TITLENAME	Wiki
WIKI_SUBCATEGORY_HEXAGONAL_CHESTS	Altıgen
ADMIN_MANAGER_OBSERVER_ITEM_ID_COPIED	Öğe kimliği {} kopyalandı ({})
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_MALL	ItemShop depo
WIKI_SUBCATEGORY_SKILL_COLOR	Beceri renkleri
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_ACCID	Hesap Kimliği {}
PET_SKILL_TOOLTIP_INVINVIBILITY	Karakteriniz% {} şansla yenilmez olur,\r\r\n HP'niz %% 10'un altına düşerse.\r\r\n Etkinin süresi: {: .1f} saniye.
WIKI_MONSTERINFO_IMMUNE_TERROR	Korku
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_BAN1	Sohbet yasağı 1
WIKI_ITEMINFO_OPTAINEDFROM	Şuradan alındı
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_BAN2	Sohbet yasağı 2
WIKI_SUBCATEGORY_TAG_TEAM	TagTeam
PET_TOOLTIP_HP	TP
WIKI_MONSTERINFO_GOLD_EXP	Yang {} - {} EXP {}
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_NO_TIMEOUT	Süresi dolmaz
ADMIN_MANAGER_BAN_LOG_ACCOUNT_TITLE	Hesap {} ({})
WIKI_SUBCATEGORY_EARRINGS	Küpeler
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_TITLE_UNBAN	Sohbeti paylaş
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_PLAYERBAN	{} kez engellendi.
WIKI_MONSTERINFO_IMMUNE_SLOW	Yavaşlayan
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_ACCBAN_COUNT	Şimdiye kadarki yasaklar {}
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_NO_TIMEOUT	Süresi dolmaz
WIKI_SUBCATEGORY_THE_START	Mega-Guide
WIKI_SUBCATEGORY_SHOULDER_SASH	Omuz askısı
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Maliyet: {}
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Kahraman eğitimini bir sonraki seviyeye taşımak mı?
WIKI_SUBCATEGORY_ORCMAZE	Dungeon-Guide
WIKI_SUBCATEGORY_CHESTS	Sandıklar
PET_SKILL_LEARN_QUESTION_DLG_MSG	Kahraman eğitimine "{}" ile başlamak ister misiniz?
SWITCHBOT_CHECKBOX1	6/7 göster
WIKI_CATEGORY_COSTUMES	Kostümler
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PID	Oyuncu Kimliği
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_PLAYER_TOOLTIP	Oyuncular aranıyor
WIKI_MONSTERINFO_IMMUNE_CURSE	Lanet
ADMIN_MANAGER_OBSERVER_BAN_STATUS_NONE	Yasak yok
WIKI_SUBCATEGORY_PVP_TOURNAMENT	PvP turnuvası
