ACCE_ABSORB_COST	Pret Absorbtie: {}
TOOLTIP_SKILL_COOL_TIME	Re-оncгrcare: 
TOOLTIP_SKILL_DAMAGE_BONUS	Paguba Abilitгюii {}%
TOOLTIP_SKILL_DEFEND_BONUS	Rezistenюг la Paguba Abilitгюii {}%
TOOLTIP_SKILL_DURATION	Durata: {} sec.
TOOLTIP_SKILL_FORGET_BOOK_NAME	Cartea Uitгrii
TOOLTIP_SKILL_LEVEL	Nivel actual: {}
TOOLTIP_SKILL_LEVEL_MASTER	Nivel actual: {} (Maestru)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Nivel actual: {} (Max. {})
TOOLTIP_SOCKET_EMPTY	Gol
TOOLTIP_SOCKET_REFINABLE_ITEM	[Obiect cu suport]
TOOLTIP_SP_REGEN	Regenerare PM +{}%
TOOLTIP_STR	Putere +{}
TOOLTIP_SURA	Sura
TOOLTIP_TIME_CHARGER_FIX	Timp de incarcare {} sec.
TOOLTIP_TIME_CHARGER_PER	Timp de incarcare {}%
TOOLTIP_UNIQUE	Unic
TOOLTIP_UNSEAL_LEFT_TIME	Personalizat inca: {}H {}M
TOOLTIP_WARRIOR	Rгzboinic
TOOLTIP_WEAPON	Armг
TOOLTIP_WOLFMAN	Lycan
TOOLTIP_WRISTLET	Brгюarг
UI_ACCEPT	Acceptг
UI_BOLD_FONT	Tahoma:12b
UI_CANCEL	Оntrerupere
UI_CLOSE	Оnchide
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Refuzг
UI_ITEM	Resolution
UI_LEFT_TIME	Timp rгmas: {} sec.
UI_NEXT	Continuг
UI_NEXTPAGE	Urmatorul
UI_NOCONTENTS	Niciun conюinut
UI_NONAME	Niciun nume
UI_OK	OK
UI_POS_UNKNOWN	Localitate necunoscutг
UI_PREVPAGE	inapoi
UI_UNKNOWN	Necunoscut
UNLIMIT_ENTER_CZ_QUESTION	Vei intra оn Templul Zodiac pentru {} min. Doreєti sг faci asta?
UPDATE_TIME	Datг
UPLOAD_MARK_CHECK_NEED_RECONNECT	Upload-ul trebuie pornit оncг odatг
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Upload-ul terbuie pornit оncг odatг
USE_ITEM_FAILURE_PRIVATE_SHOP	Nu poюi folosi obiectul dacг ai deschis un magazin.
USE_SKILL_ERROR_UNKNOWN	Greєealг de abilitate necunoscutг: {}
	
ACCE_ABSORB_COST	Absorption price: {}
AFFECT_BLUE_POSSESSION	 Indigo Wolf Soul
AFFECT_LOVE_POINT	Love points: {}%
AFFECT_RED_POSSESSION	 Crimson Wolf Soul
BLEND_POTION_NO_INFO	The bonuses are only visible after the purchase.
BLEND_POTION_NO_TIME	The time becomes visible only after the purchase.
CANNOT_CHANGE_FIGHT_MODE	You can't change the fight mode from this map.
CANNOT_TOGGLE_DS_STATE_SO_FAST	The status of the Alchemy can not be changed immediately. Please wait.
CHARACTER_CREATE_APPEARANCE1	Look 1
CHARACTER_CREATE_APPEARANCE2	Look 2
CHARACTER_CREATE_FEMALE	Female
CHARACTER_CREATE_MALE	Male
CHAT_OPEN_EMOJI	Emoji
CHOOSE_YOUR_SKILL_GROUP	Choose your training
CREATE_ERROR_LYCAN_DISABLED	You cannot create a lycan.
CUBE_CONFIRM	Do you really want to craft? The success rate is {}%.
DESTROY	Destroy
DESTROYER	 Destroy
DETAILS_78	Puternic împotriva naturii
DETAILS_79	Canver. mai puternic împotriva
DETAILS_80	Puternic împotriva metasstelor
DETAILS_TOOLTIP_78	Puternic împotriva entrăților: provoacă daune mai mari entilor.
DETAILS_TOOLTIP_79	Puternic împotriva Bossmonsters: Afectează daune mai mari Bossmonsters.
DETAILS_TOOLTIP_80	Puternic împotriva Pietre Metin: Afectează daune mai mari Pietre Metin.
DO_YOU_DESTROY_ITEM	Do you want to DESTROY this item?
DO_YOU_REMOVE_ITEM_FROM_SHOP	Do you want to remove {} from your shop?
DO_YOU_WANT_TO_OPEN_THIS_WEB_LINK	Ești sigur că vrei să deschizi acest link?
EMOTION_THROW_MONEY	bogat
EMOTION_THROW_MONEY_DESC	Throws 1000 Coins and distribut them (with a charge) to the player nearby
ENTER_THE_NAME_FOR_YOUR_PRESET	Numește-ți presetarea:
ERROR_TARGET_HAVE_BLOCK_CHAT	|cffff796a|H|h[Block chat] Ich kann dir nicht antworten, da ich einen Chat-Block habe.:|h|r [{} Stunden] [{} Minuten] [{} Sekunden]
GIFTBOX_FUNCTIONALITY_DESC	CTRL + right click to open 50 examples.
GUILDSTORAGE_NEXT_LOG_OPEN_TIME	Du kannst die Logs erst wieder in 30 Sekunden anfordern.
HID_QUEST_BUTTONS	Hide Quests
INNER_DECAY	Inner decay
INTRO_SELECT_LEVEL	Lv. {}
INVENTORY_REALLY_STOP_USE_ITEM	Are you sure that you want to take this item off?
LANG_ARABIC	Arabic
LANG_BULGARIAN	Bulgarian
LANG_CROATIAN	Croatian
LANG_CZECH	Czech
LANG_DANISH	Danish
LANG_DEFAULT	Default
LANG_ENGLISH	English
LANG_FRENCH	French
LANG_GERMAN	German
LANG_GREEK	Greek
LANG_HUNGARIAN	Hungarian
LANG_ITALIAN	Italian
LANG_NETHERLANDISH	Dutch
LANG_POLISH	Polish
LANG_PORTUGUESE	Portuguese
LANG_RESTART_FOR_CHANGE	VERY IMPORTANT! A Client-Restart is needed to activate your settings.
LANG_ROMANIAN	Romanian
LANG_RUSSIAN	Russian
LANG_SPANISH	Spanish
LANG_TURKEY	Turkish
LOGIN_CONNECT_CANCEL	The connection has stopped.
LOGIN_FAILURE_SHUTDOWN_TIME	Go to bed ...
LOGIN_FAILURE_VERSION	Your client is too old please patch.
LOGIN_FAILURE_WRONG_SOCIALID	Your security code is wrong
LOGIN_THROTTLE_TEXT	Too many failes logins\\nTry again in {}.
MAP_AFFEN	Solitary
MAP_ALABASTA	Anime-Farmmap (150)
MAP_ANGLAR_DUNGEON	Anglar Dungeon
MAP_CRYSTAL_DUNGEON	Crystal-Dungeon
MAP_DEMONDUNGEON	Dimension-Dungeon
MAP_DEVILTOWER2	Hell-Dungeon
MAP_EISLAND	Iceland High
MAP_FEUERLAND	Fireland High
MAP_FEUERWALDEIS	Fireforest ice 
MAP_GUILD_BUILD	GM-Playground
MAP_GUILD_INSIDE	Monarch country 
MAP_NAGA	Naga Valley
MAP_ORC_LABRINTH	Orc-Maze
MAP_ORKA	Orka
MAP_TREE2	Red Wood
MAP_UNDERWATER	Underwater-Dungeon
MAP_ZODIAC	Zodiac Temple
MESSAGE_POPUP_FRIEND_LOGIN	{} is online now
MESSAGE_POPUP_FRIEND_LOGOUT	{} is offline now
MESSAGE_POPUP_MESSAGE	Notice
MESSENGER_ADD_FRIEND_ANSWER_TIMEOVER	Friendship request aborted.
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND	{} v-a trimis o solicitare de prietenie, acceptați?
MINI_GAME_RUMI_EXIT_QUESTION2	 You receive a reward based on your points.
MINI_GAME_RUMI_START_QUESTION2	 Dou you want to play?
NEVER_EXPIRES_DURATION	Does not expire
NOT_POSSIBLE	[Nepermis]
OPTION_SHOW_NPC_SHOPS	Shops
OWN_INVALID_LANGUAGE	This language is currently not available.
OWN_LOGIN_FAILURE_ADVERT	Fremdwerbung, Account permanent gesperrt.
OWN_LOGIN_FAILURE_AMZ	Wrong Amazoncode
OWN_LOGIN_FAILURE_AMZN	Wrong Amazoncode
OWN_LOGIN_FAILURE_BOT	Botting detected/Permanently Banned
OWN_LOGIN_FAILURE_DON	Donation Error
OWN_LOGIN_FAILURE_EPVP	Versuch auf EPVP zu handeln
OWN_LOGIN_FAILURE_HWIDB	Zugriff verweigert.
OWN_LOGIN_FAILURE_MAINT	Maintenance/Wartung
OWN_LOGIN_FAILURE_PERM	Virtuelles Hausverbot, keine Diskussion.
OWN_LOGIN_FAILURE_PWCHANGE	Please change your password
OWN_LOGIN_FAILURE_SCAM	This account was hacked, please contact the Team
OWN_LOGIN_FAILURE_TRADE	Server Trading/Permanently Banned
OWN_LOGIN_FAILURE_TS3	Please come to our teamspeak server
OWN_LOGIN_FAILURE_WHWID	PC is not enabled for this account
POLYMORPH_AFFECT_REMOVE_QUESTION	Sigur doriți să eliminați polimorf?
POLYMORPH_AFFECT_TOOLTIP	Marmura Polimorf
PRESET_DELETE	Del.
PRESET_DELETE_TOOLTIP	Delete the current preset
PRESET_SAVE	S.
PRESET_SAVE_TOOLTIP	Salvați presetarea
PRIVATESHOPSEARCH_COSTUME_WEAPON	 Piele de armă
PRIVATESHOPSEARCH_RING	Ring
PRIVATESHOPSEARCH_SUB_AFFECT	elixir
PRIVATESHOPSEARCH_SUB_ANIT_EXP	Anti-EXP
PRIVATESHOPSEARCH_SUB_AUTO_HP	Auto-HP
PRIVATESHOPSEARCH_SUB_AUTO_SP	Auto-SP
PRIVATESHOPSEARCH_SUB_MOUNT	montează
PRIVATESHOPSEARCH_SUB_PET	animale
PRIVATESHOPSEARCH_TOGGLE	toggleable
PROPOSALS	propuneri
REFINE_COST_AND_PERC	șansă: {}%\nCheltuieli: {} Yang
REFINE_KEEP_WINDOW_OPEN	mențineți fereastra deschisă?
SCREENSHOT_SAVE_SUCCESS	Ecranul dvs. a fost salvat cu succes {}..
SELECT_STORAGE_GUILD	Depozitare de breaslă
SELECT_STORAGE_MALL	Depozitare mall
SELECT_STORAGE_SAFEBOX	Seif
SELECT_STORAGE_TITLE	Alegeți stocare
SHOP_ITEM_REMOVED	Sold out
SHOWN_QUEST_BUTTONS	show Quests
SKILLGROUP_NAME_ASSASSIN_1	Blade Fight
SKILLGROUP_NAME_ASSASSIN_2	Archery
SKILLGROUP_NAME_NONE	None
SKILLGROUP_NAME_SHAMAN_1	Forța Dragonului
SKILLGROUP_NAME_SHAMAN_2	Forța de vindecare
SKILLGROUP_NAME_SURA_1	Arma magică
SKILLGROUP_NAME_SURA_2	Magie neagră
SKILLGROUP_NAME_WARRIOR_1	Lupta corpului
SKILLGROUP_NAME_WARRIOR_2	Lupta Mintala
SKILL_BUDONG	Wird nicht mehr benutzt
SKILL_GEONGON	SKILL_GEONGON Wird nicht mehr benutzt
SKILL_GRADE_NAME_LEGENDARY_MASTER	{} Legendary Master
SKILL_GROUP_WOLFMAN_1	Instinct
SKILL_GROUP_WOLFMAN_2	N.A
SKILL_HWAYEOM	SKILL_HWAYEOM Wird nicht mehr benutzt
SKILL_HYEOLMA	SKILL_HYEOLMA Wird nicht mehr benutzt
SKILL_INMA	SKILL_INMA Wird nicht mehr benutzt
SKILL_JEUNGCHE	SKILL_JEUNGCHE Wird nicht mehr benutzt
SKILL_JEUNGHON	SKILL_JEUNGHON Wird nicht mehr benutzt
SKILL_JIGAM	SKILL_JIGAM Wird nicht mehr benutzt
SKILL_JIPJUNG	SKILL_JIPJUNG Wird nicht mehr benutzt
SKILL_JUMAGEOM	SKILL_JUMAGEOM Wird nicht mehr benutzt
SKILL_KWAEGEOM	SKILL_KWAEGEOM Wird nicht mehr benutzt
SKILL_LEGBOUND	SKILL_LEGBOUND Wird nicht mehr benutzt
SKILL_MUSA	SKILL_MUSA Wird nicht mehr benutzt
SKILL_SINCHAK	SKILL_SINCHAK Wird nicht mehr benutzt
SKILL_WONSIN	SKILL_WONSIN Wird nicht mehr benutzt
SKILL_YONGSIN	SKILL_YONGSIN Wird nicht mehr benutzt
SWITCHBOT_CHECKBOX1	6/7 arăta
SWITCHBOT_NEWTEXT1	Activați răscumpărarea
SWITCHBOT_NEWTEXT2	This Switchbot was developed by Mijago.
SWITCHBOT_NEWTEXT3	New ideas are always welcome!
SWITCHBOT_NEWTEXT4	Drag an item here to add it
SWITCHBOT_NEWTEXT5	Drag the bot to the edge to make it smaller!
SWITCHBOT_NEWTEXT6	Drag this to toggle the display of 6/7 bonuses.
SWITCHBOT_NEWTEXT7	Stop ALL operations!
SWITCHBOT_TEXT1	Lansați botul de schimbă
SWITCHBOT_TEXT10	) inceput
SWITCHBOT_TEXT11	Inactiv
SWITCHBOT_TEXT12	6/7 Activ
SWITCHBOT_TEXT13	6/7 stop
SWITCHBOT_TEXT14	terminat
SWITCHBOT_TEXT15	) stop
SWITCHBOT_TEXT16	6/7 terminat
SWITCHBOT_TEXT17	6/7 relua
SWITCHBOT_TEXT18	Slot {}: terminat!
SWITCHBOT_TEXT19	Slot {}: no Switchitems!
SWITCHBOT_TEXT2	start 6/7
SWITCHBOT_TEXT20	start ({}%)
SWITCHBOT_TEXT21	Slot 6/7 {}: terminat!
SWITCHBOT_TEXT22	start 6/7 ({}%)
SWITCHBOT_TEXT23	Puneți itemul aici
SWITCHBOT_TEXT24	Nu puteți schimba acest itemul.
SWITCHBOT_TEXT25	Acest slot a fost deja introdus!
SWITCHBOT_TEXT26	Itemul adăugat!
SWITCHBOT_TEXT27	extinde
SWITCHBOT_TEXT28	opresti toate
SWITCHBOT_TEXT29	minimaliza
SWITCHBOT_TEXT3	Primă 
SWITCHBOT_TEXT30	Ajutor detaliat
SWITCHBOT_TEXT31	Ajutor
SWITCHBOT_TEXT32	informație
SWITCHBOT_TEXT33	Activ
SWITCHBOT_TEXT34	+str(index+1)+
SWITCHBOT_TEXT4	- Nu a fost selectat un atribut -
SWITCHBOT_TEXT5	Inactiv
SWITCHBOT_TEXT6	6/7 Inactiv
SWITCHBOT_TEXT7	Închideți fila
SWITCHBOT_TEXT8	Activ
SWITCHBOT_TEXT9	schimbă (
TARGET_BUTTON_UNBLOCK	debloca
TARGET_CHAT_BLOCK	Blocul de chat al jucătorului
TARGET_DISCONNECT	 Jucătorul Kik
TARGET_HP_INFO	{0}/{1}({2:0.2f}%) HP
TARGET_INFO_DAMAGE	Damage : {} - {}
TARGET_INFO_DEFENSE	protecţie : {}
TARGET_INFO_EXP	Experienţă : {}
TARGET_INFO_GOLD_MIN_MAX	Yang: {} ~ {}
TARGET_INFO_MAINRACE	cursă : {}
TARGET_INFO_MAX_HP	Max. HP : {}
TARGET_INFO_NEWRACE_DESERT	deşert
TARGET_INFO_NEWRACE_FIRE	foc
TARGET_INFO_NEWRACE_ICE	Gheaţă
TARGET_INFO_NEWRACE_INSECT	Insectă
TARGET_INFO_NEWRACE_TREE	Copac
TARGET_INFO_NO_ITEM_TEXT	 Niciun element disponibil
TARGET_INFO_NO_RACE	 Nici o cursă
TARGET_INFO_RACE_ANIMAL	Rathalos
TARGET_INFO_RACE_DARK	întuneric
TARGET_INFO_RACE_DESERT	Creatura pustie
TARGET_INFO_RACE_DEVIL	Diavol
TARGET_INFO_RACE_EARTH	Pământ
TARGET_INFO_RACE_ELEC	Fulger 
TARGET_INFO_RACE_FIRE	Foc
TARGET_INFO_RACE_HUMAN	Jumatate om
TARGET_INFO_RACE_ICE	Gheaţă
TARGET_INFO_RACE_INSECT	Insectă
TARGET_INFO_RACE_METIN	Piatră
TARGET_INFO_RACE_MILGYO	Gods
TARGET_INFO_RACE_ORC	Fatalis
TARGET_INFO_RACE_TREE	Creatura
TARGET_INFO_RACE_UNDEAD	Undead
TARGET_INFO_RACE_WIND	Vânt
TARGET_INFO_REGEN_INFO	regenerare {}% fiecare {} sec.
TARGET_INFO_RESISTS	Rezistă:
TARGET_INFO_RESISTS_LINE0	Sabie:% d %% Două mâini:% d %% clopot:% d %%
TARGET_INFO_RESISTS_LINE1	pumnal:% d %% evantai:% d %% Arcul:% d %%
TARGET_INFO_STONE_NAME	 Piatra fantomă
TARGET_INFO_SUBRACE	subspecie : {}
TARGET_LEVEL_LEGENDARY	Legendar
TIME_MIN	{} Min
TIME_MIN_SEC	{} Min: {} sec
TOOLTIP_ANTIFLAG_CHANGE_ATTRIBUTE	shimba
TOOLTIP_ANTIFLAG_DESTROY	distruge
TOOLTIP_ANTIFLAG_DROP	cădere
TOOLTIP_ANTIFLAG_GIVE	shimb
TOOLTIP_ANTIFLAG_MYSHOP	revistă
TOOLTIP_ANTIFLAG_PKDROP	PvP cădere
TOOLTIP_ANTIFLAG_SAFEBOX	Depozite
TOOLTIP_ANTIFLAG_SELL	Vinde
TOOLTIP_ANTIFLAG_STACK	Grămadă
TOOLTIP_APPLY_ATTBONUS_ARACHNID	Puternic împotriva păianjenilor + {}%
TOOLTIP_APPLY_ATTBONUS_BOSS	Puternic împotriva șefilor + {}%
TOOLTIP_APPLY_ATTBONUS_METIN	Puternic împotriva metin + {}%
TOOLTIP_APPLY_ATTBONUS_TRENT	Puternic împotriva creaturilor + {}%
TOOLTIP_APPLY_BOOST_CRITICAL_DMG	Spor critic + {}%
TOOLTIP_APPLY_BOOST_PENETRATE_DMG	Penetrare Boost + {}%
TOOLTIP_EXP_CURSE	ExpCurse +{}
TOOLTIP_NEXT_SKILL_LEVEL_3	Nivelul următor: {}
TOOLTIP_PICK_MAX	 Actualizare maximă
TOOLTIP_SHOP_DOUBLE_UP	Timp offline +{}
TRADE_FOR_NOTHING1	Dai obiecte departe,
TRADE_FOR_NOTHING2	acest lucru nu poate fi inversat.
TRADE_FOR_NOTHING3	Esti sigur ca vrei sa continui?
VALUABLE_ITEM_SURE	Acest articol poate fi valoros pentru tine
WAR_DIALOG_LIVES	Naturile
WHISPER_ADMIN_CANCEL_ACTION	Terminați acțiunea
WHISPER_ADMIN_CANNOT_SEND_MESSAGE	Nu puteți răspunde la sistem.
WHISPER_ADMIN_CLEAR_MESSAGE	Ștergeți textul
WHISPER_ADMIN_CUR_LANG	[i] Limba actuală selectată: | cFFffce00 [{}]
WHISPER_ADMIN_LEN_TEXT	[i] Caracterele minime / maxime: |cFF7cff00 {} |r / |cFFff0000 {}|r
WHISPER_ADMIN_MESSAGE	[Informație] : [{}] : {}
WHISPER_ADMIN_QUESTION_SEND	Sunteți sigur că trimiteți acest mesaj? Dacă nu aveți permisiunea de a utiliza panoul, veți întâmpina consecințe.
WHISPER_ADMIN_SEND_MESSAGE	Trimite mesaj
WHISPER_ADMIN_TITLE_NAME	GM: trimiteți un mesaj de șoaptă pentru tărâmul respectiv
YOUR_PRESET_WAS_CREATED	Presetarea dvs. {} a fost creată cu succes.
YOUR_PRESET_WAS_REMOVED	Presetarea dvs. {} a fost eliminată cu succes.
YOUR_SHOP	Magazinul tău
YOU_NEED_TO_NAME_YOUR_PRESET	Trebuie să denumiți presetarea.
YOU_NEED_TO_NAME_YOUR_PRESET_PROPERLY	Trebuie să numiți propunerea în mod complementar, acum sunt permise caractere speciale.
LOGIN_FAILURE_PIN	PIN incorect
LOGIN_FAILURE_PINBLK	PIN incorect
AFFECT_REMOVE_QUESTION	Chiar vrei să elimini buff-ul acesta?
REFINE_SET_1666_WARNING_1	Sigur doriți să îmbunătățiți acest articol?
REFINE_SET_1666_WARNING_2	ATENȚIE: Toate minereurile dispar după întărire.
WHISPER_GM_WARNING	Mesaje precum „Bună” sau „Bună ziua” sunt ignorate. Pentru a avea un răspuns cât mai curând posibil, vă rugăm să vă adresați direct întrebarea.
WHISPER_USER_WARNING	[Info] Nu renunțați niciodată la autentificare sau parolă. Cumpararea de bunuri virtuale pe bani reali este interzisă.
END_PREVIEW	P. închide
CHOOSE_TITLE	Alegei Titlul
CHOOSE_TITLE_TEXT	Alegeți un titlu și o culoare.
HGUARD_CODE_ERROR	Cod invalid
PRIVATE_SHOP_REMOVE_ITEM_QUESTION	Doriți cu adevărat să eliminați acest articol?
PRIVATE_SHOP_OPEN_BUTTON	Revista Deschis
PREVIEW	previzualizare
LOGIN_FAILURE_EINVAL	Intrare greșită!
WIKI_CHESTINFO_COMMON_DROP	Alternativă dropp
PET_TOOLTUP_SKILL	{} (Etapa {})
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_OFFLINE	Deconectat
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_ACCOUNTBAN	Deja blocat {} ori.
WIKI_CATEGORY_DUNGEONS	Temnițe
WIKI_CATEGORY_EVENTS	Evenimente
QUEST_TIMER_DUNGEON_DESC	Descriere
WIKI_MONSTERINFO_DMG_HP	Daune {} - {} (Max-HP {})
ADMIN_MANAGER_OBSERVER_GENERAL_PID	ID: {}
CHARACTER_NAME_MAX_LEN	24
QUEST_TIMER_INFECTED	QUEST_TIMER_INFECTED
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_INAME_TOOLTIP	Numele articolului
WIKI_SUBCATEGORY_COSTUMES	Costume
WIKI_SUBCATEGORY_FISHPUZZLE	Puzzle pește
PET_SKILL_TOOLTIP_HEAL	Dacă HP-ul dvs. scade sub 20 %%, aveți o șansă de \r\r\n {}% de a vă crește HP-ul cu {}.
ADMIN_MANAGER_ITEM_MAIN_RESULT_OWNER_TYPE_PLAYER	jucător
WIKI_SUBCATEGORY_RUNES	Rune
WIKI_SUBCATEGORY_BATTLEPASS	Battlepass
WIKI_SUBCATEGORY_WEAPONS	arme
WIKI_SUBCATEGORY_PET	Animal de companie
WIKI_MONSTERINFO_IMMUNE_NOTHING	Nimic
WIKI_MONSTERINFO_LEVEL	Nivel {}
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_EQUIPMENT	Echipament
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_IID_TOOLTIP	ID-ul itemului
PET_TOOLTIP_SP	MP
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_IID	ID-ul itemului
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_UNBAN1	Chat dezactivat 1
WIKI_SUBCATEGORY_NEMERE	Nemere
WIKI_SUBCATEGORY_BELTS	centură
WIKI_REFINEINFO_YANG_COSTS	Yang a costat
WIKI_MONSTERINFO_DROPLISTOF	Drop list {}
PET_TOOLTIP_SKILL_BONUS_VALUE	în pregătirea eroilor
WIKI_CATEGORY_MONSTERS	monstru
WIKI_MONSTERINFO_IMMUNE_TO	Apărare împotriva {}
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_TIMEOUT	A alerga în {}
WIKI_SUBCATEGORY_SHOES	Pantofi
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_INAME	Numele articolului
ADMIN_MANAGER_BAN_RESULT_BAN_TIME_INVALID	Timp nevalid
WIKI_SUBCATEGORY_OKAY_CARD	Bine cărți
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_UNBAN2	Chat unban 2
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_TIMEOUT	Expira in {}
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_ACCOUNT_TOOLTIP	Căutare cont
ADMIN_MANAGER_OBSERVER_REASON_INPUT_BAN2	Bantext2
WIKI_REFINEINFO_ITEM_LEVEL	Nivel articol {}
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_OFFLINE	Deconectat
ADMIN_MANAGER_OBSERVER_BAN_STATUS_RUNNING	Inca {}
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_GM_ITEM_TOOLTIP	Articol GM
YES	da
WIKI_CHESTINFO_CONTENTOF	Conține de la {}
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_ACCOUNT	Cont: {} ({})
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_PLAYER	Jucător: {} (Lv. {}) PID: {}
QUEST_TIMER_LOCKED_TEXT	Blocat
WIKI_CATEGORY_EQUIPEMENT	Echipament
WIKI_SUBCATEGORY_DEMONTOWER	Turnul demonilor
WIKI_SUBCATEGORY_LV100	Lv 100
ADMIN_MANAGER_BAN_LOG_TITLE	Jucător {}({})
PET_TOOLTIP_LEVEL	Nivel
WIKI_SUBCATEGORY_LV1_75	Alles
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_PID	ID jucător {}
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_ACCOUNT	Căutare cont
WIKI_SUBCATEGORY_105_AND_NOW	105 ce acum?
WIKI_SUBCATEGORY_ARMOR	armură
WIKI_TITLENAME	Wiki
WIKI_SUBCATEGORY_HEXAGONAL_CHESTS	Hexagonal
ADMIN_MANAGER_OBSERVER_ITEM_ID_COPIED	ID articol {} copiat ({})
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_MALL	Depozit ItemShop
WIKI_SUBCATEGORY_SKILL_COLOR	Culorile abilităților
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_ACCID	Cont ID {}
PET_SKILL_TOOLTIP_INVINVIBILITY	Personajul tău devine invincibil cu o șansă de {}%, \r\r\n dacă HP-ul tău scade sub 10 %%. \r\r\n Durata efectului: {: .1f} secunde.
WIKI_MONSTERINFO_IMMUNE_TERROR	Frică
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_BAN1	Interzicerea chatului 1
WIKI_ITEMINFO_OPTAINEDFROM	Obtinut de la
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_BAN2	Interzicerea chatului 2
WIKI_SUBCATEGORY_TAG_TEAM	TagTeam
PET_TOOLTIP_HP	TP
WIKI_MONSTERINFO_GOLD_EXP	Yang {} - {} EXP {}
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_NO_TIMEOUT	Nu expiră
ADMIN_MANAGER_BAN_LOG_ACCOUNT_TITLE	Cont {} ({})
WIKI_SUBCATEGORY_EARRINGS	Cercei
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_TITLE_UNBAN	Distribuiți chat
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_PLAYERBAN	{} ori blocat.
WIKI_MONSTERINFO_IMMUNE_SLOW	Încetinirea
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_ACCBAN_COUNT	Interziceri până acum {}
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_NO_TIMEOUT	Nu expiră
WIKI_SUBCATEGORY_THE_START	Inceputul
WIKI_SUBCATEGORY_SHOULDER_SASH	Curele de umăr
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Cost: {}
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Duceți antrenamentul eroului la nivelul următor?
WIKI_SUBCATEGORY_ORCMAZE	Dungeon-Guide
WIKI_SUBCATEGORY_CHESTS	Cufere
PET_SKILL_LEARN_QUESTION_DLG_MSG	Doriți să începeți antrenamentul eroului cu „{}”?
WIKI_CATEGORY_COSTUMES	Costume
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PID	ID-ul jucătorului
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_PLAYER_TOOLTIP	Caut jucători
WIKI_MONSTERINFO_IMMUNE_CURSE	Blestem
ADMIN_MANAGER_OBSERVER_BAN_STATUS_NONE	Fără interdicție
WIKI_SUBCATEGORY_PVP_TOURNAMENT	Turneu PvP
WIKI_SUBCATEGORY_MOONLIGHT_CHESTS	Cufere cu comori luminate de lună
WIKI_ITEMINFO_REFINEINFO	Rafinați informațiile {}
PET_SKILL_DELETE_QUESTION_DLG_MSG	Abilitățile sunt acum disponibile.
ADMIN_MANAGER_BAN_CHAT_SEARCH_NO_PLAYER	Niciun nume dat
WIKI_SUBCATEGORY_EMPIRE_WAR	Războiul Imperial
WIKI_MONSTERINFO_IMMUNE_POISON	Otravă
WIKI_MONSTERINFO_STATISTICSOF	Statici de la {}
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_SAFEBOX	tabără
QUEST_TIMER_MINLVL	Min Lv
ADMIN_MANAGER_OBSERVER_REASON_INPUT_TITLE_BAN	Alunga
WIKI_CATEGORY_GUIDES	Ghiduri
PET_SKILL_TOOLTIP_DURATION	Durată: {} secunde
WIKI_MONSTERINFO_IMMUNE_STUN	întreruperi
ADMIN_MANAGER_ITEM_MAIN_RESULT_OWNER_TYPE_ACCOUNT	Cont
WIKI_SUBCATEGORY_DRAGONALCHEMY	System-Guides
QUEST_TIMER_COOLDOWN	Răcire
