ACCE_ABSORB_COST	Absorption price: {}
WHISPER_USER_WARNING	[Info] Never give away your login or password. Buying virtual goods for real money is prohibited.
WIKI_CATEGORIES_TITLE	Title
WIKI_CATEGORY_BOSSES	Bosses
WIKI_CATEGORY_CHESTS	Chests
WIKI_CATEGORY_COSTUMES	Costume
WIKI_CATEGORY_DUNGEONS	Dungeons
WIKI_CATEGORY_EQUIPEMENT	Equipment
WIKI_CATEGORY_EVENTS	Events
WIKI_CATEGORY_GUIDES	Guides
WIKI_CATEGORY_METINSTONES	Metinstones
WIKI_CATEGORY_MONSTERS	Monster
WIKI_CATEGORY_SYSTEMS	Systems
WIKI_CHESTINFO_COMMON_DROP	Alternative Drop
WIKI_CHESTINFO_CONTENTOF	Contain from {}
WIKI_CHESTINFO_ORIGIN	Origin
WIKI_ITEMINFO_OPTAINEDFROM	Obtained from
WIKI_ITEMINFO_REFINEINFO	Refine Info {}
WIKI_MONSTERINFO_DMG_HP	Damage {} - {} (Max-HP {})
WIKI_MONSTERINFO_DROPLISTOF	Drop List {}
WIKI_MONSTERINFO_GOLD_EXP	Yang {} - {} EXP {}
WIKI_MONSTERINFO_IMMUNE_CURSE	Curse
WIKI_MONSTERINFO_IMMUNE_FALL	Fall
WIKI_MONSTERINFO_IMMUNE_NOTHING	Nothing
WIKI_MONSTERINFO_IMMUNE_POISON	Poison
WIKI_MONSTERINFO_IMMUNE_REFLECT	Reflect
WIKI_MONSTERINFO_IMMUNE_SLOW	Slowing
WIKI_MONSTERINFO_IMMUNE_STUN	blackouts
WIKI_MONSTERINFO_IMMUNE_TERROR	Fear
WIKI_MONSTERINFO_IMMUNE_TO	Defence against {}
WIKI_MONSTERINFO_LEVEL	Level {}
WIKI_MONSTERINFO_RESISTANCES	Resistance
WIKI_MONSTERINFO_STATISTICSOF	Statics from {}
WIKI_REFINEINFO_ITEM_LEVEL	Item Level {}
WIKI_REFINEINFO_UPGRADE_COSTS	Upp Costs
WIKI_REFINEINFO_YANG_COSTS	Gold Costs
WIKI_SUBCATEGORY_105_AND_NOW	105 and now?
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	Alternative Chests
WIKI_SUBCATEGORY_APE_DUNGEON	Affendungeon
WIKI_SUBCATEGORY_ARMOR	Armour
WIKI_SUBCATEGORY_AZRAEL	Devilscatacomb
WIKI_SUBCATEGORY_BATTLEPASS	Battlepass
WIKI_SUBCATEGORY_BELTS	Belt
WIKI_SUBCATEGORY_BERAN_SETAOU	Beran Setaou
WIKI_SUBCATEGORY_BOSS_HUNT	Boss Hunt
WIKI_SUBCATEGORY_BRACELET	Wrists
WIKI_SUBCATEGORY_CHESTS	Chests
WIKI_SUBCATEGORY_CONTER_BOOST	Conter Boost
WIKI_SUBCATEGORY_COSTUMES	Costumes
WIKI_SUBCATEGORY_COSTUME_SASH	Sashes
WIKI_SUBCATEGORY_CRYSTAL_DRAGON	Kristalldrache
WIKI_SUBCATEGORY_DAILYREWARD	Daily-Reward-System
WIKI_SUBCATEGORY_DEMONTOWER	Deviltower
WIKI_SUBCATEGORY_DRAGONALCHEMY	System-Guides
WIKI_SUBCATEGORY_EARRINGS	Earrings
WIKI_SUBCATEGORY_ELIXIR	Elixirs
WIKI_SUBCATEGORY_EMPIRE_WAR	Reichskrieg
WIKI_SUBCATEGORY_EVENT_CHESTS	Event Chests
WIKI_SUBCATEGORY_FISHPUZZLE	Fishpuzzle
WIKI_SUBCATEGORY_GAYA	Gaya
WIKI_SUBCATEGORY_HAIRSTYLES	Hairstyles
WIKI_SUBCATEGORY_HELMET	Helmet
WIKI_SUBCATEGORY_HEXAGONAL_CHESTS	Chests
WIKI_SUBCATEGORY_JOTUN_THRYM	Jotun Thrym
WIKI_SUBCATEGORY_LV100	Lv 100
WIKI_SUBCATEGORY_LV1_75	All
WIKI_SUBCATEGORY_LV76_100	Lv 75-100
WIKI_SUBCATEGORY_LV76_105	Lv 76-105
WIKI_SUBCATEGORY_MELEY	Meley
WIKI_SUBCATEGORY_MOONLIGHT_CHESTS	Mondlichschatztruhen
WIKI_SUBCATEGORY_MOUNT	Mount
WIKI_SUBCATEGORY_NECKLACE	Necklace
WIKI_SUBCATEGORY_NEMERE	Nemere
WIKI_SUBCATEGORY_OKAY_CARD	Okay Cards
WIKI_SUBCATEGORY_ORCMAZE	Dungeon-Guide
WIKI_SUBCATEGORY_PET	Pet
WIKI_SUBCATEGORY_PETSYSTEM	Petsystem
WIKI_SUBCATEGORY_PVP_TOURNAMENT	PvP Tournament
WIKI_SUBCATEGORY_RANKSYSTEM	Ranksystem
WIKI_SUBCATEGORY_RAZADOR	Razador
WIKI_SUBCATEGORY_RINGS	Rings
WIKI_SUBCATEGORY_RUNES	Runes
WIKI_SUBCATEGORY_SHIELD	Shields
WIKI_SUBCATEGORY_SHIPDEFENSE	Schiffsverteidigung
WIKI_SUBCATEGORY_SHOES	Shoes
WIKI_SUBCATEGORY_SHOULDER_SASH	Sashes
WIKI_SUBCATEGORY_SKILLTREE	Skilltree & Huntingquest
WIKI_SUBCATEGORY_SKILL_COLOR	Skill Colour
WIKI_SUBCATEGORY_SPIDER_BARONESS	Spinnenbaroness
WIKI_SUBCATEGORY_TAG_TEAM	TagTeam
WIKI_SUBCATEGORY_TALISMANS	Talisman
WIKI_SUBCATEGORY_THE_START	Mega-Guide
WIKI_SUBCATEGORY_THRANDUILS_LAIR	Thranduil
WIKI_SUBCATEGORY_TITLEITEM	Titlesystem
WIKI_SUBCATEGORY_WEAPONS	Weapon
WIKI_SUBCATEGORY_ZODIAC	Zodiac
WIKI_TITLENAME	Wiki
WORLDBOSS_TEXT1	Daily at {}
WORLDBOSS_TEXT2	{} at {}
WORLD_BOSS_DAILY_AT	Daily at
WORLD_BOSS_INFO_NAME	Boss-Name
WORLD_BOSS_INFO_SPAWN_LOCATIONS	Spawn-Map
WORLD_BOSS_SPAWNS_IN	Spawns in {}
YES	Ja
YOUR_PRESET_WAS_CREATED	Your preset {} was created successfully.
YOUR_PRESET_WAS_REMOVED	Your preset {} was successfully removed.
YOUR_SHOP	Your Shop
YOU_NEED_TO_NAME_YOUR_PRESET	You need to name your preset.
YOU_NEED_TO_NAME_YOUR_PRESET_PROPERLY	You need to name your proposal properly now special chars allowed.
YOU_NEED_TO_RESTART_YOUR_CLIENT	VERY IMPORTANT! A Client-Restart is needed to activate your settings.
TOOLTIP_DEACTIVATE_TO_OPEN_PET_STATUS	Deactivate to be able to open status window.
TOOLTIP_KEY_TO_BUY_MULTIPLE_FROM_SHOP	(bshift) - Buy multiple
DUNGEON_NO_NAME	Unknown
DUNGEON_TYPE_TEXT	Category: {}
DUNGEON_TYPE_PRIVATE	Private
DUNGEON_TYPE_PUBLIC	Public
DUNGEON_ORG_TEXT	Version: {}
DUNGEON_ORG_SINGLE	Single
DUNGEON_ORG_PARTY	Party
DUNGEON_ORG_HYBRID	Single/Party
DUNGEON_LEVEL_LIMIT_TEXT	Levellimit: {} - {}
DUNGEON_PARTY_LIMIT_TEXT	Membercount:
DUNGEON_COOLDOWN_TEXT	Cooldown: {}
DUNGEON_AVAILTIME_TEXT	Time: {}
DUNGEON_ENTRANCE_TEXT	Entry: {}
DUNGEON_ST_RACEFLAG_TEXT	Race: {}
DUNGEON_RES_RACEFLAG_TEXT	Defence: {}
DUNGEON_PERS_COUNT_TEXT	Completed: {}
DUNGEON_FASTEST_TIME_TEXT	Quickest Run: {}
DUNGEON_HIGHEST_DMG_TEXT	Highest Boss Damage: {}
DUNGEON_RF_EMPTY	None
DUNGEON_RF_ANIMAL	Rathalos
DUNGEON_RF_UNDEAD	Undead
DUNGEON_RF_DEVIL	Devil
DUNGEON_RF_HUMAN	Halfhuman
DUNGEON_RF_ORC	Fatalis
DUNGEON_RF_MILGYO	Gods
DUNGEON_RF_INSECT	Insect
DUNGEON_RF_SHADOW	Shadow
DUNGEON_RF_CZ	Zodiac
DUNGEON_RF_ELEC	Elec
DUNGEON_RF_FIRE	Fire
DUNGEON_RF_ICE	Ice
DUNGEON_RF_WIND	Wind
DUNGEON_RF_EARTH	Earth
DUNGEON_RF_DARK	Darkness
DUNGEON_RANKING_TITLE	Ranking
DUNGEON_RANKING_TITLE_2	Category
DUNGEON_TITLE_TYPE_COUNT	Count
DUNGEON_TITLE_TYPE_TIME	Time
DUNGEON_TITLE_TYPE_DMG	Damage
DUNGEON_TYPE_COUNT	Completed
DUNGEON_TYPE_TIME	Quickest Run
DUNGEON_TYPE_DMG	Highest Boss Damage
MAP_SHADOW_TOWER	Vaal Hazak
MAP_DIABLOS	Diablos
MAP_PYRA	Kulve Taroth
MAP_DEMON	Kushala Daora
TOOLTIP_APPLY_ATTBONUS_SHADOW	Strong Against Shadow +{}%
MAP_EASTER	Easter-Event
PRIVATESHOPSEARCH_TALISMAN	Talisman
PRIVATESHOPSEARCH_TOGGLE_AFFECT	Elixir
PRIVATESHOPSEARCH_COSTUME_WEAPON_EFFECT	Weapon Shinings
PRIVATESHOPSEARCH_COSTUME_ARMOR_EFFECT	Armour Shinings
PRIVATESHOPSEARCH_COSTUME_WING	Wings
PRIVATESHOPSEARCH_COSTUME_TITLE	Titles
PRIVATESHOPSEARCH_PETS_N_MOUNT	Pets & Mounts
PRIVATESHOPSEARCH_LEVEL_PET	Level-Pets
PRIVATESHOPSEARCH_LEVEL_PET_FOOD	Level-Pet-Food
PRIVATESHOPSEARCH_NORMAL_PET	Normal Pets
PRIVATESHOPSEARCH_MOUNT	Mounts
PRIVATESHOPSEARCH_USEFUL_ITEMS	Useful Items
PRIVATESHOPSEARCH_QUEST_ITEMS	Quest Items
PRIVATESHOPSEARCH_USABLE_ITEMS	Usable Items
PRIVATESHOPSEARCH_TIME_ENHANCEMENT	Time Enhancement
PRIVATESHOPSEARCH_SKILLBOOKS	Skillbooks
PRIVATESHOPSEARCH_ACESSORY	Acesorry
PRIVATESHOPSEARCH_FISHING_BAIT	Fishing Bait
PRIVATESHOPSEARCH_FISH	Fish
TOOLTIP_ANTIFLAG_CHANGELOOK	Transmutation
MAP_SLIME_LOW	Anime-Event (20-55)
MAP_SLIME_MID	Anime-Event (100-125)
MAP_SLIME_HIGH	Anime-Event (150)
MAP_SLIME_EXTREME	Anime-Event (150+)
GAME_DUNGEON_REJOIN	Möchtest du Zurück in den Dungeon?
OFFLINE_SHOP_CANNOT_MOVE_ITEMS_WHILE_SHOPPING	You cannot move items while you are in a Shop.
OFFLINE_SHOP_CANNOT_MOVE_ITEMS_WHILE_EDITING	You cannot move items while you are in a Shop.
OFFLINE_SHOP_CANNOT_MOVE_ITEMS_WHILE_CREATING	You cannot move items while you are in a Shop.
MAP_RATHALOS	Rathalos
MAP_FATALIS	Fatalis
HUNTING_MISSION_1_NAME	Kill Run-End-Bosses
HUNTING_MISSION_2_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_3_NAME	Kill Run-End-Bosses
HUNTING_MISSION_4_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_5_NAME	Kill Run-End-Bosses
HUNTING_MISSION_6_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_7_NAME	Kill Run-End-Bosses
HUNTING_MISSION_8_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_9_NAME	Kill Run-End-Bosses
HUNTING_MISSION_10_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_11_NAME	Kill Run-End-Bosses
HUNTING_MISSION_12_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_13_NAME	Kill Run-End-Bosses
HUNTING_MISSION_14_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_15_NAME	Kill Run-End-Bosses
HUNTING_MISSION_16_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_17_NAME	Kill Run-End-Bosses
HUNTING_MISSION_18_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_19_NAME	Kill Run-End-Bosses
HUNTING_MISSION_20_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_21_NAME	Kill Run-End-Bosses
HUNTING_MISSION_22_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_23_NAME	Kill Run-End-Bosses
HUNTING_MISSION_24_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_25_NAME	Kill Run-End-Bosses
HUNTING_MISSION_26_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_27_NAME	Kill Run-End-Bosses
HUNTING_MISSION_28_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_29_NAME	Kill Run-End-Bosses
HUNTING_MISSION_30_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_31_NAME	Kill Run-End-Bosses
HUNTING_MISSION_32_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_33_NAME	Kill Run-End-Bosses
HUNTING_MISSION_34_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_35_NAME	Kill Run-End-Bosses
HUNTING_MISSION_36_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_37_NAME	Kill Run-End-Bosses
HUNTING_MISSION_38_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_39_NAME	Kill Run-End-Bosses
HUNTING_MISSION_40_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_41_NAME	Kill Run-End-Bosses
HUNTING_MISSION_42_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_43_NAME	Kill Run-End-Bosses
HUNTING_MISSION_44_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_45_NAME	Kill Run-End-Bosses
HUNTING_MISSION_46_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_47_NAME	Kill Run-End-Bosses
HUNTING_MISSION_48_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_49_NAME	Kill Run-End-Bosses
HUNTING_MISSION_50_NAME	Kill Farmmap-Metinstones
