ACCE_ABSORB_COST	Abszorpció ára: {}
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Támadó érték: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Támadó érték:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Támadósebesség: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Védelem:
TOOLTIP_SKILL_AFFECT_DODGE	Ellenséges támadó érték: -
TOOLTIP_SKILL_AFFECT_HEAL	TP helyreállítás:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Mozgási sebesség: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Esély a közelharci támadás visszaverésére:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Testi sérülések elleni ellenállás:
TOOLTIP_SKILL_COOL_TIME	Újratöltés: 
TOOLTIP_SKILL_DAMAGE_BONUS	Készség károk {}%
TOOLTIP_SKILL_DEFEND_BONUS	Készség károkkal szembeni ellenállás {}%
TOOLTIP_SKILL_DURATION	Időtartama: {} mp.
TOOLTIP_SKILL_FORGET_BOOK_NAME	Feledés könyve
TOOLTIP_SKILL_LEVEL	Aktuális szint: {}
TOOLTIP_SKILL_LEVEL_MASTER	Aktuális szint: {} (mester)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Aktuális szint: {} (max. {})
TOOLTIP_SOCKET_EMPTY	Üres
TOOLTIP_SOCKET_REFINABLE_ITEM	[Tárgy foglalattal]
TOOLTIP_SP_REGEN	MP-Regenerálódás +{}%
TOOLTIP_STR	Erő +{}
TOOLTIP_SURA	Sura
TOOLTIP_TIME_CHARGER_FIX	Feltöltési idő {} sec.
TOOLTIP_TIME_CHARGER_PER	Feltöltési idő {}%
TOOLTIP_UNIQUE	Egyedi
TOOLTIP_UNSEAL_LEFT_TIME	Lélekhez kötés feloldása: {}H {}M
TOOLTIP_WARRIOR	Harcos
TOOLTIP_WEAPON	Fegyver
TOOLTIP_WOLFMAN	Vérfarkas
TOOLTIP_WRISTLET	Csuklópánt
UI_ACCEPT	Elfogad
UI_BOLD_FONT	Tahoma:12b
UI_CANCEL	Megszakít
UI_CLOSE	Bezár
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Elutasít
UI_ITEM	Resolution
UI_LEFT_TIME	Maradék idő: {} mp.
UI_NEXT	Tovább
UI_NEXTPAGE	Következő
UI_NOCONTENTS	Nincs tartalom
UI_NONAME	Nincs név
UI_OK	OK
UI_POS_UNKNOWN	Ismeretlen hely
UI_PREVPAGE	Vissza
UI_UNKNOWN	Ismeretlen
UNLIMIT_ENTER_CZ_QUESTION	Beléphetsz vele a Zodiákus templomba {} percig. Szeretnéd használni?
UPDATE_TIME	Dátum
UPLOAD_MARK_CHECK_NEED_RECONNECT	A feltöltést még egyszer el kell indítani
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	A feltöltést még egyszer el kell indítani
USE_ITEM_FAILURE_PRIVATE_SHOP	Nem használhatsz tárgyakat, amíg nyitva van a privát boltod.
USE_SKILL_ERROR_UNKNOWN	Ismeretlen készség hiba: {}
	
ACCE_ABSORB_COST	Abszorbálás ára: {}
AFFECT_BLUE_POSSESSION	 Indigófarkas lélek
AFFECT_LOVE_POINT	Szerelem pontok: {}%
AFFECT_RED_POSSESSION	 Bíborfarkas lélek
BLEND_POTION_NO_INFO	A bónuszok csak vásárlas után láthatók.
BLEND_POTION_NO_TIME	Az idő csak vásárlás után lesz látható.
CANNOT_CHANGE_FIGHT_MODE	Nem válthatsz repülő módba ezen a pályán.
CANNOT_TOGGLE_DS_STATE_SO_FAST	Az alkímia státusza nem állítható egyből. Kérlek várj.
CHARACTER_CREATE_APPEARANCE1	Kinézet 1
CHARACTER_CREATE_APPEARANCE2	Kinézet 2
CHARACTER_CREATE_FEMALE	Nő
CHARACTER_CREATE_MALE	Férfi
CHAT_OPEN_EMOJI	Emoji
CHOOSE_YOUR_SKILL_GROUP	Válassz képességcsoportot
CREATE_ERROR_LYCAN_DISABLED	Nem hozhatsz létre farkast.
CUBE_CONFIRM	Szeretnél craftolni? Sikerességi ráta: {}%.
DESTROY	Megsemmisít
DESTROYER	 Megsemmisít
DETAILS_78	Lények elleni erő
DETAILS_79	Főszörnyek elleni erő
DETAILS_80	Metinek elleni erő
DETAILS_TOOLTIP_78	Lények elleni erő: nagyobb sebzést okoz élők ellen.
DETAILS_TOOLTIP_79	Főszörnyek elleni erő: nagyobb sebzést okoz főszörnyek ellen.
DETAILS_TOOLTIP_80	Metinek elleni erő: nagyobb sebzést okoz metinek ellen.
DO_YOU_DESTROY_ITEM	Biztosan megsemmisíted ezt a tárgyat?
DO_YOU_REMOVE_ITEM_FROM_SHOP	Szeretnéd eltávolítani {} a boltodból?
DO_YOU_WANT_TO_OPEN_THIS_WEB_LINK	Biztosan megnyitod ezt a linket?
EMOTION_THROW_MONEY	Gazdag
EMOTION_THROW_MONEY_DESC	Szétszór 1000 SÉ-t (töltéssel) a közeli játékosnak.
ENTER_THE_NAME_FOR_YOUR_PRESET	Nevezd el az előmentésed:
ERROR_TARGET_HAVE_BLOCK_CHAT	|cffff796a|H|h[Block chat] Nem tudok válaszolni mert chat eltiltásom van.:|h|r [{} Óra] [{} Perc] [{} Másodperc]
GIFTBOX_FUNCTIONALITY_DESC	CTRL + jobb klikk = nyitás 50x.
GUILDSTORAGE_NEXT_LOG_OPEN_TIME	Du kannst die Logs erst wieder in 30 Sekunden anfordern.
HID_QUEST_BUTTONS	Küldetések eltüntetése
INNER_DECAY	Belső összeomlás
INTRO_SELECT_LEVEL	Lv. {}
INVENTORY_REALLY_STOP_USE_ITEM	Biztosan levennéd ezt a tárgyat?
LANG_ARABIC	Arab
LANG_BULGARIAN	Bulgár
LANG_CROATIAN	Horvát
LANG_CZECH	Cseh
LANG_DANISH	Dán
LANG_DEFAULT	Alapértelmezett
LANG_ENGLISH	Angol
LANG_FRENCH	Francia
LANG_GERMAN	Német
LANG_GREEK	Görög
LANG_HUNGARIAN	Magyar
LANG_ITALIAN	Olasz
LANG_NETHERLANDISH	Német
LANG_POLISH	Lengyel
LANG_PORTUGUESE	Portugál
LANG_RESTART_FOR_CHANGE	NAGYON FOTONS! Kliens újraindítása szükséges a mentéshez!
LANG_ROMANIAN	Román
LANG_RUSSIAN	Orosz
LANG_SPANISH	Spanyol
LANG_TURKEY	Török
LOGIN_CONNECT_CANCEL	A csatlakozás megszakadt.
LOGIN_FAILURE_SHUTDOWN_TIME	Menj aludni ...
LOGIN_FAILURE_VERSION	A kliensed nem firss, kérlek patchelj!
LOGIN_FAILURE_WRONG_SOCIALID	A biztonsági kódod hamis
LOGIN_THROTTLE_TEXT	Túl sok sikertelen csatlakozás\\nPróbáld újra {}.
MAP_AFFEN	Magány földje
MAP_ALABASTA	Anime-Farmmap (150)
MAP_ANGLAR_DUNGEON	Anglar Börtön
MAP_CRYSTAL_DUNGEON	Kristály Börtön
MAP_DEMONDUNGEON	Dimenzió Börtön
MAP_DEVILTOWER2	Pokol Börtön
MAP_EISLAND	Jégföld profi
MAP_FEUERLAND	Tűzföld profi
MAP_FEUERWALDEIS	Tűzföld jég
MAP_GUILD_BUILD	GM-játszótér
MAP_GUILD_INSIDE	Uralkodó ország
MAP_NAGA	Naga völgy
MAP_ORC_LABRINTH	Ork labirintus
MAP_ORKA	Orka
MAP_TREE2	Vörös erdő
MAP_UNDERWATER	Vízalatti Börtön
MAP_ZODIAC	Zodiákus Templom
MESSAGE_POPUP_FRIEND_LOGIN	{} elérhető
MESSAGE_POPUP_FRIEND_LOGOUT	{} már nem elérhető
MESSAGE_POPUP_MESSAGE	Értesítés
MESSENGER_ADD_FRIEND_ANSWER_TIMEOVER	Barátkérelem elutasítva
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND	{} felkért barátnak, elfogadod?
MINI_GAME_RUMI_EXIT_QUESTION2	 Ajándékot kapsz a pontjaid alapján.
MINI_GAME_RUMI_START_QUESTION2	 Szeretnél játszani?
NEVER_EXPIRES_DURATION	Nem jár le
NOT_POSSIBLE	[Nem megengedett]
OPTION_SHOW_NPC_SHOPS	Boltok
OWN_INVALID_LANGUAGE	Ez a nyelv jelenleg nem elérhető
OWN_LOGIN_FAILURE_ADVERT	Gyors reklám. A fiók véglegesen letiltva.
OWN_LOGIN_FAILURE_AMZ	Rossz Amazonkód
OWN_LOGIN_FAILURE_AMZN	Rossz Amazonkód
OWN_LOGIN_FAILURE_BOT	Csalás detektálva/örökös eltiltás
OWN_LOGIN_FAILURE_DON	Feltöltési hiba
OWN_LOGIN_FAILURE_EPVP	Versuch auf EPVP zu handeln
OWN_LOGIN_FAILURE_HWIDB	Zugriff verweigert.
OWN_LOGIN_FAILURE_MAINT	Karbantartás/Szervizelés
OWN_LOGIN_FAILURE_PERM	Virtuelles Hausverbot, keine Diskussion.
OWN_LOGIN_FAILURE_PWCHANGE	Kérlek változtass jelszót
OWN_LOGIN_FAILURE_SCAM	Ez a fiók fel volt törve. Kérlek lépj kapcsolatba a csapattal
OWN_LOGIN_FAILURE_TRADE	Szerverkereskedelem/örökös eltiltás
OWN_LOGIN_FAILURE_TS3	Kérünk csatlakozz a TeamSpeak szerverünkre
OWN_LOGIN_FAILURE_WHWID	Ez a PC nem engedélyezett ehhez a fiókhoz
POLYMORPH_AFFECT_REMOVE_QUESTION	Biztosan eltávolítod az átváltozást?
POLYMORPH_AFFECT_TOOLTIP	Átváltoztató gömb
PRESET_DELETE	Töröl
PRESET_DELETE_TOOLTIP	Jelenlegi mentés törlése
PRESET_SAVE	Ment
PRESET_SAVE_TOOLTIP	Mentsd el későbbre
PRIVATESHOPSEARCH_COSTUME_WEAPON	 Fegyver kosztüm
PRIVATESHOPSEARCH_RING	Gyűrű
PRIVATESHOPSEARCH_SUB_AFFECT	Elixír
PRIVATESHOPSEARCH_SUB_ANIT_EXP	Anti-EXP
PRIVATESHOPSEARCH_SUB_AUTO_HP	Auto-TP
PRIVATESHOPSEARCH_SUB_AUTO_SP	Auto-MP
PRIVATESHOPSEARCH_SUB_MOUNT	Mountok
PRIVATESHOPSEARCH_SUB_PET	Petek
PRIVATESHOPSEARCH_TOGGLE	ki/bekapcsolható
PROPOSALS	Javaslatok
REFINE_COST_AND_PERC	Esély: {}%\nÁra: {} Arany
REFINE_KEEP_WINDOW_OPEN	Ablak nyitvatartása?
SCREENSHOT_SAVE_SUCCESS	A képernyőképed sikeresen mentve {}..
SELECT_STORAGE_GUILD	Céhraktár
SELECT_STORAGE_MALL	Shop tároló
SELECT_STORAGE_SAFEBOX	Raktár
SELECT_STORAGE_TITLE	Válassz leltárt
SHOP_ITEM_REMOVED	Kifogyott
SHOWN_QUEST_BUTTONS	Küldetések mutatása
SKILLGROUP_NAME_ASSASSIN_1	Közelharci
SKILLGROUP_NAME_ASSASSIN_2	íjász
SKILLGROUP_NAME_NONE	Egyiksem
SKILLGROUP_NAME_SHAMAN_1	Sárkány
SKILLGROUP_NAME_SHAMAN_2	Gyógy
SKILLGROUP_NAME_SURA_1	WP
SKILLGROUP_NAME_SURA_2	BM
SKILLGROUP_NAME_WARRIOR_1	Testi
SKILLGROUP_NAME_WARRIOR_2	Menta
SKILL_BUDONG	Wird nicht mehr benutzt
SKILL_GEONGON	SKILL_GEONGON Wird nicht mehr benutzt
SKILL_GRADE_NAME_LEGENDARY_MASTER	{} Legendás mester
SKILL_GROUP_WOLFMAN_1	Ösztön
SKILL_GROUP_WOLFMAN_2	N.A
SKILL_HWAYEOM	SKILL_HWAYEOM Wird nicht mehr benutzt
SKILL_HYEOLMA	SKILL_HYEOLMA Wird nicht mehr benutzt
SKILL_INMA	SKILL_INMA Wird nicht mehr benutzt
SKILL_JEUNGCHE	SKILL_JEUNGCHE Wird nicht mehr benutzt
SKILL_JEUNGHON	SKILL_JEUNGHON Wird nicht mehr benutzt
SKILL_JIGAM	SKILL_JIGAM Wird nicht mehr benutzt
SKILL_JIPJUNG	SKILL_JIPJUNG Wird nicht mehr benutzt
SKILL_JUMAGEOM	SKILL_JUMAGEOM Wird nicht mehr benutzt
SKILL_KWAEGEOM	SKILL_KWAEGEOM Wird nicht mehr benutzt
SKILL_LEGBOUND	SKILL_LEGBOUND Wird nicht mehr benutzt
SKILL_MUSA	SKILL_MUSA Wird nicht mehr benutzt
SKILL_SINCHAK	SKILL_SINCHAK Wird nicht mehr benutzt
SKILL_WONSIN	SKILL_WONSIN Wird nicht mehr benutzt
SKILL_YONGSIN	SKILL_YONGSIN Wird nicht mehr benutzt
SWITCHBOT_TEXT1	Launch Switchbot
SWITCHBOT_TEXT10	) start
SWITCHBOT_TEXT11	Inaktív
SWITCHBOT_TEXT12	6/7 Aktív
SWITCHBOT_TEXT13	6/7 stop
SWITCHBOT_TEXT14	Befejezve
SWITCHBOT_TEXT15	) állj
SWITCHBOT_TEXT16	6/7 befejezve
SWITCHBOT_TEXT17	6/7 folytat
SWITCHBOT_TEXT18	Slot {}: Befejezve!
SWITCHBOT_TEXT19	Slot {}: nincs forgató!
SWITCHBOT_TEXT2	Start 6/7
SWITCHBOT_TEXT20	Aktív ({}%)
SWITCHBOT_TEXT21	Slot 6/7 {}: befejezve!
SWITCHBOT_TEXT22	Aktív 6/7 ({}%)
SWITCHBOT_TEXT23	Helyezz ide tárgyat
SWITCHBOT_TEXT24	Nem forgathatod a tárgyat
SWITCHBOT_TEXT25	Ez a slot már használat alatt!
SWITCHBOT_TEXT26	Tárgy hozzáadva!
SWITCHBOT_TEXT27	Kiterjeszt
SWITCHBOT_TEXT28	Mind álljon meg!
SWITCHBOT_TEXT29	Minimalizál
SWITCHBOT_TEXT3	Bónusz
SWITCHBOT_TEXT30	Részletes súgó 
SWITCHBOT_TEXT31	Segítség
SWITCHBOT_TEXT32	Infp
SWITCHBOT_TEXT33	start
SWITCHBOT_TEXT34	+str(index+1)+
SWITCHBOT_TEXT4	- Nincs választott bónusz -
SWITCHBOT_TEXT5	Inaktív
SWITCHBOT_TEXT6	6/7 Inaktív
SWITCHBOT_TEXT7	lap bezárása
SWITCHBOT_TEXT8	Aktív
SWITCHBOT_TEXT9	Csere (
TARGET_BUTTON_UNBLOCK	Felold
TARGET_CHAT_BLOCK	Tiltás
TARGET_DISCONNECT	 Kirúg
TARGET_HP_INFO	{0}/{1}({2:0.2f}%) TP
TARGET_INFO_DAMAGE	Sebzés : {} - {}
TARGET_INFO_DEFENSE	Védelem : {}
TARGET_INFO_EXP	Tapasztalat : {}
TARGET_INFO_GOLD_MIN_MAX	Arany: {} ~ {}
TARGET_INFO_MAINRACE	Faj : {}
TARGET_INFO_MAX_HP	Max. TP : {}
TARGET_INFO_NEWRACE_DESERT	Sivatag
TARGET_INFO_NEWRACE_FIRE	Tűz
TARGET_INFO_NEWRACE_ICE	Jég
TARGET_INFO_NEWRACE_INSECT	Rovar
TARGET_INFO_NEWRACE_TREE	Fa
TARGET_INFO_NO_ITEM_TEXT	 Nincs elérhető tárgy
TARGET_INFO_NO_RACE	 Ismeretlen faj
TARGET_INFO_RACE_ANIMAL	Rathalos
TARGET_INFO_RACE_DARK	Sötétség
TARGET_INFO_RACE_DESERT	Sivatagi élőlény
TARGET_INFO_RACE_DEVIL	Ördög
TARGET_INFO_RACE_EARTH	Föld
TARGET_INFO_RACE_ELEC	Villám
TARGET_INFO_RACE_FIRE	Tűz
TARGET_INFO_RACE_HUMAN	Félember
TARGET_INFO_RACE_ICE	Jég
TARGET_INFO_RACE_INSECT	Rovar
TARGET_INFO_RACE_METIN	Metinkő
TARGET_INFO_RACE_MILGYO	Gods
TARGET_INFO_RACE_ORC	Fatalis
TARGET_INFO_RACE_TREE	Fa
TARGET_INFO_RACE_UNDEAD	Nemhalott
TARGET_INFO_RACE_WIND	Szél
TARGET_INFO_REGEN_INFO	Regeneráció {}% minden {}. másodp.
TARGET_INFO_RESISTS	Védelem:
TARGET_INFO_RESISTS_LINE0	Kard: {}% Kétkezes: {}% Harang: {}%
TARGET_INFO_RESISTS_LINE1	Tőr: {}% Legyező: {}% Nyíl: {}%
TARGET_INFO_STONE_NAME	 Szellemkő
TARGET_INFO_SUBRACE	Alfaj : {}
TARGET_LEVEL_LEGENDARY	Legendás
TIME_MIN	{}Perc
TIME_MIN_SEC	{}Perc:{}Másodp.
TOOLTIP_ANTIFLAG_CHANGE_ATTRIBUTE	Csere
TOOLTIP_ANTIFLAG_DESTROY	Elpusztít
TOOLTIP_ANTIFLAG_DROP	Eldob
TOOLTIP_ANTIFLAG_GIVE	Lecserél
TOOLTIP_ANTIFLAG_MYSHOP	Bolt
TOOLTIP_ANTIFLAG_PKDROP	PvP-Drop
TOOLTIP_ANTIFLAG_SAFEBOX	Raktár
TOOLTIP_ANTIFLAG_SELL	Elad
TOOLTIP_ANTIFLAG_STACK	Halmoz
TOOLTIP_APPLY_ATTBONUS_ARACHNID	Pókok elleni erő +{}%
TOOLTIP_APPLY_ATTBONUS_BOSS	Főszörnyek elleni erő + {}%
TOOLTIP_APPLY_ATTBONUS_METIN	Metinkövek elleni erő +{}%
TOOLTIP_APPLY_ATTBONUS_TRENT	Lények elleni erő + {}%
TOOLTIP_APPLY_BOOST_CRITICAL_DMG	Kritikus tal. növ. +{}%
TOOLTIP_APPLY_BOOST_PENETRATE_DMG	Átható tal. név. +{}%
TOOLTIP_EXP_CURSE	ExpFluch+{}
TOOLTIP_NEXT_SKILL_LEVEL_3	Következő szint: {}
TOOLTIP_PICK_MAX	 Max. fejlesztés
TOOLTIP_SHOP_DOUBLE_UP	Offline idő +{}
TRADE_FOR_NOTHING1	Tárgyakat jaándékozol,
TRADE_FOR_NOTHING2	nem visszacsinálható.
TRADE_FOR_NOTHING3	Biztosan folytatod?
VALUABLE_ITEM_SURE	Ez a tárgy még értékes lehet számodra
WAR_DIALOG_LIVES	Életek
WHISPER_ADMIN_CANCEL_ACTION	Beende Aktion
WHISPER_ADMIN_CANNOT_SEND_MESSAGE	You cannot Answer the System.
WHISPER_ADMIN_CLEAR_MESSAGE	Lösche Text
WHISPER_ADMIN_CUR_LANG	[i] Aktuelle Sprache gewählt: |cFFffce00[{}]
WHISPER_ADMIN_LEN_TEXT	[i] Mindest/Maximale Zeichen: |cFF7cff00{}|r / |cFFff0000{}|r
WHISPER_ADMIN_MESSAGE	[Information] : [{}] : {}
WHISPER_ADMIN_QUESTION_SEND	Bist du dir sicher diese Nachricht zu versenden ? Wenn du keine Erlaubnis zum Benutzen vom Panel besitz, wirst du mit Konsequenzen rechenn müssen.
WHISPER_ADMIN_SEND_MESSAGE	Sende Nachricht
WHISPER_ADMIN_TITLE_NAME	GM: Sende whisper Nachricht für das jeweilige Reich
YOUR_PRESET_WAS_CREATED	Az előmentésed {} sikeresen elkészült
YOUR_PRESET_WAS_REMOVED	Az előmentésed {} sikeresen törölve.
YOUR_SHOP	Boltod
YOU_NEED_TO_NAME_YOUR_PRESET	Nevezd el az előmentést
YOU_NEED_TO_NAME_YOUR_PRESET_PROPERLY	El kell nevezd a javaslatod, msot speciális karaktereket használhatsz.
LOGIN_FAILURE_PIN	PIN-kód helytelen
LOGIN_FAILURE_PINBLK	PIN-kód helytelen
AFFECT_REMOVE_QUESTION	Tényleg el akarja távolítani ezt a buffot?
REFINE_SET_1666_WARNING_1	Biztosan fejleszted ezt a tárgyat?
REFINE_SET_1666_WARNING_2	FIGYELEM: minden érc eltűnik olvasztás után.
WHISPER_GM_WARNING	A "Szia" és "Csá" üzenetek automatikusan figyelmen kívüliek. Hogy választ kapj, fogalmazd meg a kérdésed!
WHISPER_USER_WARNING	[Info] Soha ne add meg az adataid senkinek! Tárgyak velós pénzbeli árusítása eltiltással jár!
END_PREVIEW	V. bezár
CHOOSE_TITLE	Válassz titulust
CHOOSE_TITLE_TEXT	Válassz titulust és színt.
HGUARD_CODE_ERROR	Hibás kód.
PRIVATE_SHOP_REMOVE_ITEM_QUESTION	Biztosen eltávolítod ezt a tárgyat?
PRIVATE_SHOP_OPEN_BUTTON	Bolt nyitása
PREVIEW	Előnézet
LOGIN_FAILURE_EINVAL	Falsche Eingabe!
WIKI_CHESTINFO_COMMON_DROP	Alternativdropp
CHARACTER_NAME_MAX_LEN	24
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_OFFLINE	Offline
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_ACCOUNTBAN	Bereits {} mal gesperrt.
WIKI_CATEGORY_DUNGEONS	Runok
WIKI_CATEGORY_EVENTS	Eventek
QUEST_TIMER_DUNGEON_DESC	Beschreibung
WIKI_MONSTERINFO_DMG_HP	Sebzés {} - {} (Max-TP {})
ADMIN_MANAGER_OBSERVER_GENERAL_PID	ID: {}
WIKI_SUBCATEGORY_ARMOR	Rüstung
QUEST_TIMER_INFECTED	QUEST_TIMER_INFECTED
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_INAME_TOOLTIP	Tárgy Név
WIKI_SUBCATEGORY_COSTUMES	Kosztümök
WIKI_SUBCATEGORY_FISHPUZZLE	Halkirakós
ADMIN_MANAGER_ITEM_MAIN_RESULT_OWNER_TYPE_PLAYER	Spieler
WIKI_SUBCATEGORY_RUNES	Runen
WIKI_SUBCATEGORY_BATTLEPASS	Battlepass
WIKI_SUBCATEGORY_WEAPONS	Waffen
WIKI_SUBCATEGORY_PET	Pet
WIKI_MONSTERINFO_IMMUNE_NOTHING	Nichts
WIKI_MONSTERINFO_LEVEL	Level {}
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_EQUIPMENT	Equipment
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_IID_TOOLTIP	ItemID
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_BAN1	Chat ban 1
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_IID	ItemID
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_UNBAN1	Chat unban 1
WIKI_SUBCATEGORY_NEMERE	Nemere
WIKI_SUBCATEGORY_BELTS	Gürtel
WIKI_REFINEINFO_YANG_COSTS	Yangkosten
WIKI_MONSTERINFO_DROPLISTOF	Drop List {}
WIKI_CATEGORY_MONSTERS	Monster
WIKI_MONSTERINFO_IMMUNE_TO	Defence against {}
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_TIMEOUT	Läuf ab in {}
WIKI_SUBCATEGORY_SHOES	Schuhe
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_INAME	Item Name
ADMIN_MANAGER_MAPVIEWER_WARP_TEXT	Nach {}, {} teleportieren.
WIKI_SUBCATEGORY_OKAY_CARD	Okay Karten
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_UNBAN2	Chat unban 2
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_TIMEOUT	Läuft ab in {}
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_ACCOUNT_TOOLTIP	Suche Account
ADMIN_MANAGER_OBSERVER_REASON_INPUT_BAN2	Bantext2
SWITCHBOT_NEWTEXT6	Hiermit kannst du die Anzeige von 6/7 Boni umschalten.
WIKI_REFINEINFO_ITEM_LEVEL	Item Level {}
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_OFFLINE	Offline
ADMIN_MANAGER_OBSERVER_BAN_STATUS_RUNNING	Noch {}
WIKI_CATEGORIES_TITLE	Title
YES	Ja
WIKI_CHESTINFO_CONTENTOF	Contain from {}
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_ACCOUNT	Account: {}({})
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_PLAYER	Spieler: {} (Lv.{}) PID: {}
QUEST_TIMER_LOCKED_TEXT	Gesperrt
WIKI_CATEGORY_EQUIPEMENT	Equipment
WIKI_SUBCATEGORY_DEMONTOWER	Dämonenturm
WIKI_SUBCATEGORY_LV100	Lv 100
ADMIN_MANAGER_BAN_LOG_TITLE	Spieler {}({})
WIKI_SUBCATEGORY_LV1_75	All
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_PID	Spieler-ID {}
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_ACCOUNT	Suche Account
WIKI_SUBCATEGORY_105_AND_NOW	105 und jetzt?
WIKI_TITLENAME	Wiki
WIKI_SUBCATEGORY_HEXAGONAL_CHESTS	6eckige
ADMIN_MANAGER_OBSERVER_ITEM_ID_COPIED	Item ID {} kopiert ({})
WIKI_SUBCATEGORY_SKILL_COLOR	Skillfarben
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_ACCID	Account-Id {}
WIKI_MONSTERINFO_IMMUNE_TERROR	Fear
WIKI_CATEGORY_CHESTS	Truhen
WIKI_ITEMINFO_OPTAINEDFROM	Obtained from
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_BAN2	Chat ban 2
WIKI_SUBCATEGORY_TAG_TEAM	TagTeam
ADMIN_MANAGER_BAN_CHAT_UNBAN_NO_SELECTED	Kein Spieler ausgewählt
WIKI_MONSTERINFO_GOLD_EXP	Yang {} - {} EXP {}
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_NO_TIMEOUT	Läuft nicht ab
ADMIN_MANAGER_BAN_LOG_ACCOUNT_TITLE	Account {}({})
WIKI_SUBCATEGORY_EARRINGS	Ohrringe
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_TITLE_UNBAN	Chat freigeben
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_PLAYERBAN	{} mal gesperrt.
WIKI_MONSTERINFO_IMMUNE_SLOW	Slowing
WIKI_SUBCATEGORY_EVENT_CHESTS	Event Truhen
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_NO_TIMEOUT	Läuft nicht ab
WIKI_SUBCATEGORY_THE_START	Der Anfang
WIKI_SUBCATEGORY_SHOULDER_SASH	Schulterbänder
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_GM_ITEM_TOOLTIP	GM Item
WIKI_SUBCATEGORY_ORCMAZE	Dungeon-Guide
WIKI_SUBCATEGORY_CHESTS	Truhen
QUEST_TIMER_LOCKED_LEVEL	Level-Anforderungen nicht erfüllt
SWITCHBOT_CHECKBOX1	6/7 einblenden
WIKI_CATEGORY_COSTUMES	Costumes
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PID	Spieler-ID
QUEST_TIMER_BIOLOGREADY	Biologe Bereit
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_PLAYER_TOOLTIP	Suche Spieler
WIKI_MONSTERINFO_IMMUNE_CURSE	Curse
ADMIN_MANAGER_OBSERVER_BAN_STATUS_NONE	Kein Bann
WIKI_SUBCATEGORY_PVP_TOURNAMENT	PvP Turnier
WIKI_SUBCATEGORY_MOONLIGHT_CHESTS	Mondlichschatztruhen
WIKI_ITEMINFO_REFINEINFO	Refine Info {}
ADMIN_MANAGER_BAN_CHAT_SEARCH_NO_PLAYER	Kein Name angegeben
WIKI_SUBCATEGORY_EMPIRE_WAR	Reichskrieg
WIKI_MONSTERINFO_IMMUNE_POISON	Gift
WIKI_MONSTERINFO_STATISTICSOF	Statics from {}
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_SAFEBOX	Lager
QUEST_TIMER_MINLVL	Min Lv
ADMIN_MANAGER_BAN_RESULT_BAN_TIME_INVALID	Ungültige Zeit
WIKI_CATEGORY_GUIDES	Guides
WIKI_MONSTERINFO_IMMUNE_STUN	blackouts
ADMIN_MANAGER_ITEM_MAIN_RESULT_OWNER_TYPE_ACCOUNT	Account
WIKI_SUBCATEGORY_DRAGONALCHEMY	System-Guides
QUEST_TIMER_COOLDOWN	Cooldown
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_NO_TIMEOUT	Account ist frei
