SWITCHBOT_CHECKBOX1	6/7 einblenden
LOGIN_FAILURE_SAMELOGIN	Jemand hat sich mit deinem Account verbunden.
ADMIN_MANAGER_GENERAL_QUESTION_ACCEPT_WARP	Teleportieren
ADMIN_MANAGER_GENERAL_USER_COUNT	Spieleronline: {}
ADMIN_MANAGER_GENERAL_QUESTION_TEXT	Möchtest du {} überwachen?
ADMIN_MANAGER_MAPVIEWER_WARP_TEXT	Nach {}, {} teleportieren.
ADMIN_MANAGER_OBSERVER_REASON_INPUT_TITLE_BAN	Bannen
ADMIN_MANAGER_OBSERVER_REASON_INPUT_BAN1	Bantext1
ADMIN_MANAGER_OBSERVER_REASON_INPUT_BAN2	Bantext2
ADMIN_MANAGER_OBSERVER_REASON_INPUT_TITLE_UNBAN	Unban
ADMIN_MANAGER_OBSERVER_REASON_INPUT_UNBAN1	Unban1 Text
ADMIN_MANAGER_OBSERVER_REASON_INPUT_UNBAN2	Unban2 Text
ADMIN_MANAGER_OBSERVER_GENERAL_ACCOUNT	Account: {} ({})
ADMIN_MANAGER_OBSERVER_DOUBLECLICK_INFO	Doppelklick Info Translate
ADMIN_MANAGER_OBSERVER_ITEM_ID_COPIED	Item ID {} kopiert ({})
ADMIN_MANAGER_OBSERVER_BAN_ACTIVATE_INVALID	Ban activate invalid
ADMIN_MANAGER_OBSERVER_RESTARTED	Die Überwachung von {} wurde wieder aufgenommen.
ADMIN_MANAGER_OBSERVER_GENERAL_PID	ID: {}
ADMIN_MANAGER_OBSERVER_GENERAL_NAME	Name: {}
ADMIN_MANAGER_OBSERVER_GENERAL_LEVEL	Level: {}
ADMIN_MANAGER_OBSERVER_GENERAL_HP	{} / {}
ADMIN_MANAGER_OBSERVER_GENERAL_SP	{} / {}
ADMIN_MANAGER_OBSERVER_GENERAL_CHANNEL	Channel: {}
ADMIN_MANAGER_OBSERVER_GENERAL_MAP_INFO	Karte: {} ({})
ADMIN_MANAGER_OBSERVER_GENERAL_GOLD	Yang: {}
ADMIN_MANAGER_OBSERVER_GENERAL_SKILLGROUP	Lehre: {}
ADMIN_MANAGER_OBSERVER_ITEM_TOOLTIP_ID	Item-ID: {}
ADMIN_MANAGER_OBSERVER_BAN_STATUS_NONE	Status: nicht aktiv
ADMIN_MANAGER_OBSERVER_BAN_STATUS_RUNNING	Status: noch {} verbleibend
ADMIN_MANAGER_OBSERVER_CHATBAN_ACTIVATE_INVALID	Du musst eine Ablaufzeit angeben.
ADMIN_MANAGER_OBSERVER_BAN_STATUS_NONE	Kein Bann
ADMIN_MANAGER_OBSERVER_BAN_STATUS_RUNNING	Noch {}
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_TITLE_BAN	Vom Chat bannen
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_BAN1	Chat ban 1 
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_BAN2	Chat ban 2
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_TITLE_UNBAN	Chat freigeben
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_UNBAN1	Chat unban 1
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_UNBAN2	Chat unban 2
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_PID	Spieler-ID {}
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_NAME	{}(Lv {})
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_CHATBAN	Bisherige Chatbanns {}
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_ACCOUNTBAN	Bisherige Banns {}
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_NO_TIMEOUT	Läuft nicht ab
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_TIMEOUT	Läuft ab in {}
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_ONLINE	Online
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_OFFLINE	Offline
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_ACCID	Account-Id {}
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_ACCNAME	Login {}
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_ACCBAN_COUNT	Banns bisher {}
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_NO_TIMEOUT	Läuft nicht ab
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_TIMEOUT	Läuf ab in {}
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_PLAYER_TEXT	{}({})
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_ACCOUNT_TOOLTIP	Suche Account
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_PLAYER_TOOLTIP	Suche Spieler
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_ACCOUNT	Suche Account
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_PLAYER	Suche Spieler
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_ONLINE	Online
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_OFFLINE	Offline
ADMIN_MANAGER_BAN_TYPE_CHAT	Chatbann
ADMIN_MANAGER_BAN_TYPE_ACCOUNT	Account-Bann
ADMIN_MANAGER_BAN_CHAT_SEARCH_NO_PLAYER	Kein Name angegeben
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_NO_NAME	Kein Name angegeben.
ADMIN_MANAGER_BAN_CHAT_UNBAN_NO_SELECTED	Kein Spieler ausgewählt
ADMIN_MANAGER_BAN_ACCOUNT_UNBAN_NO_SELECTED	Kein Spieler ausgewählt
ADMIN_MANAGER_BAN_RESULT_BAN_TIME_INVALID	Ungültige Zeit
ADMIN_MANAGER_BAN_LOG_TITLE	Spieler {}({})
ADMIN_MANAGER_BAN_LOG_ACCOUNT_TITLE	Account {}({})
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_INVENTORY	Inventar
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_EQUIPMENT	Equipment
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_SAFEBOX	Lager
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_MALL	ItemShop-Lager
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_GROUND	Boden
ADMIN_MANAGER_ITEM_MAIN_RESULT_OWNER_TYPE_PLAYER	Spieler
ADMIN_MANAGER_ITEM_MAIN_RESULT_OWNER_TYPE_ACCOUNT	Account
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_UNKNOWN	Unbekanntes Fenster {}
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_IID_TOOLTIP	ItemID
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_INAME_TOOLTIP	Item Name
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PID_TOOLTIP	Spieler-ID
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PNAME_TOOLTIP	Spielername
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_GM_ITEM_TOOLTIP	GM Item
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_IID	ItemID
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_INAME	Item Name
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PID	Spieler-ID
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PNAME	Spielername
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_GM_ITEM	GM Item
ADMIN_MANAGER_ITEM_MAIN_SEARCH_NO_TEXT	Nichts angegeben
SKILLGROUP_NAME_NONE	Keine
SKILLGROUP_NAME_WARRIOR_1	Körper-Kampf
SKILLGROUP_NAME_WARRIOR_2	Mental-Kampf
SKILLGROUP_NAME_ASSASSIN_1	Nahkampf
SKILLGROUP_NAME_ASSASSIN_2	Fernkampf
SKILLGROUP_NAME_SURA_1	Magische-Waffen
SKILLGROUP_NAME_SURA_2	Schwarze-Magie
SKILLGROUP_NAME_SHAMAN_1	Drachenmacht
SKILLGROUP_NAME_SHAMAN_2	Heilung
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_ACCOUNT	Account: {}({})
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_ACCOUNTBAN	Bereits {} mal gesperrt.
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_PLAYER	Spieler: {} (Lv.{}) PID: {}
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_PLAYERBAN	{} mal gesperrt.
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_CHATBAN	{} Chatblocks erhalten.
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_NO_TIMEOUT	Account ist frei
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_TIMEOUT	Account ist gesperrt für {}
EMOTION_THROW_MONEY_DESC	Wirft 1000 Coins und verteilt sie (mit einer Gebühr) an die Spieler in der nähe.
REFINE_KEEP_WINDOW_OPEN	Fenster offen halten?
CANNOT_TOGGLE_DS_STATE_SO_FAST	Der Status der Alchemie kann nicht sofort verändert werden. Bitte warte.
DO_YOU_WANT_TO_OPEN_THIS_WEB_LINK	Möchtest du diesen Link wirklich öffnen?
SKILL_GRADE_NAME_LEGENDARY_MASTER	{} Legendärer Meister
MAP_ALABASTA	Anime-Farmmap (150)
MAP_UNDERWATER	Unterwasser-Dungeon
MAP_DEVILTOWER2	Höllen-Dungeon
MAP_DEMONDUNGEON	Dimensions-Dungeon
MAP_CRYSTAL_DUNGEON	Kristall-Dungeon
MAP_ANGLAR_DUNGEON	Anglar Dungeon
DO_YOU_REMOVE_ITEM_FROM_SHOP	Möchtest du den Gegenstand {} aus dem Shop entfernen?
PRIVATESHOPSEARCH_TOGGLE	Umschaltbar
PRIVATESHOPSEARCH_SUB_AUTO_HP	Auto-TP
PRIVATESHOPSEARCH_SUB_AUTO_SP	Auto-MP
PRIVATESHOPSEARCH_SUB_PET	Pets
PRIVATESHOPSEARCH_SUB_MOUNT	Mounts
PRIVATESHOPSEARCH_SUB_ANIT_EXP	Anti-EXP
PRIVATESHOPSEARCH_SUB_AFFECT	Tränke
ENTER_THE_NAME_FOR_YOUR_PRESET	Lege einen Namen für deine Vorlage fest:
YOU_NEED_TO_NAME_YOUR_PRESET	Du musst deiner Vorlage einen Namen geben.
YOUR_PRESET_WAS_CREATED	Deine Vorlage {} wurde erfolgreich erstellt.
PRESET_SAVE	S.
PRESET_SAVE_TOOLTIP	Speichere deine Vorlage
PRESET_DELETE	Lö.
PRESET_DELETE_TOOLTIP	Die aktuelle Vorlage löschen.
YOUR_PRESET_WAS_REMOVED	Deine Vorlage {} wurde erfolgreich entfernt.
PROPOSALS	Vorschläge
YOU_NEED_TO_NAME_YOUR_PRESET_PROPERLY	Der Name der Vorlage darf keine Sonderzeichen enthalten.
LOGIN_FAILURE_PIN	PIN Falsch
LOGIN_FAILURE_PINBLK	PIN Falsch
AFFECT_REMOVE_QUESTION	Möchtest du diesen Buff wirklich entfernen?
PRIVATE_SHOP_REMOVE_ITEM_QUESTION	Möchtest du diesen Gegenstand wirklich entfernen?
PRIVATE_SHOP_OPEN_BUTTON	Laden öffnen
REFINE_SET_1666_WARNING_1	Bist du dir sicher, dass du diesen Gegenstand verbessern willst?
REFINE_SET_1666_WARNING_2	ACHTUNG: Die Erze verschwinden nach dem Uppen.
WHISPER_GM_WARNING	[Info] Nachrichten wie "Hi" oder "Hallo", werden ignoriert. Um schnellstmöglichst eine Antwort zu erhalten stelle deine Frage bitte direkt.
WHISPER_USER_WARNING	[Info] Gebe niemals deinen Login oder dein Passwort weiter. Der Kauf von virtuellen Gütern gegen Echtgeld ist verboten.
PREVIEW	Vorschau
END_PREVIEW	V. Beenden
CHOOSE_TITLE	Titel wählen
CHOOSE_TITLE_TEXT	Wähle einen Titel und eine Farbe
HGUARD_CODE_ERROR	Ungültiger Code
LOGIN_FAILURE_EINVAL	Falsche Eingabe!
QUEST_TIMER_INFECTED	
QUEST_TIMER_SLIME	
WIKI_CATEGORIES_TITLE	Titel
WIKI_CATEGORY_BOSSES	Bosse
WIKI_CATEGORY_CHESTS	Truhen
WIKI_CATEGORY_COSTUMES	Kostüme
WIKI_CATEGORY_DUNGEONS	Dungeons
WIKI_CATEGORY_EQUIPEMENT	Equipment
WIKI_CATEGORY_EVENTS	Events
WIKI_CATEGORY_GUIDES	Guides
WIKI_CATEGORY_METINSTONES	Metinsteine
WIKI_CATEGORY_MONSTERS	Monster
WIKI_CATEGORY_SYSTEMS	Systeme
WIKI_CHESTINFO_COMMON_DROP	Alternativdropp
WIKI_CHESTINFO_CONTENTOF	Inhalt von {}
WIKI_CHESTINFO_ORIGIN	Ursprung
WIKI_ITEMINFO_OPTAINEDFROM	Erhältlich von
WIKI_ITEMINFO_REFINEINFO	Upp-Info {}
WIKI_MONSTERINFO_DMG_HP	Schaden {} - {} (Max-TP {})
WIKI_MONSTERINFO_DROPLISTOF	Drop Liste {}
WIKI_MONSTERINFO_GOLD_EXP	Yang {} - {} Erfahrung {}
WIKI_MONSTERINFO_IMMUNE_CURSE	Fluch
WIKI_MONSTERINFO_IMMUNE_FALL	Fallen
WIKI_MONSTERINFO_IMMUNE_NOTHING	Nichts
WIKI_MONSTERINFO_IMMUNE_POISON	Gift
WIKI_MONSTERINFO_IMMUNE_REFLECT	Reflektieren
WIKI_MONSTERINFO_IMMUNE_SLOW	Verlangsamung
WIKI_MONSTERINFO_IMMUNE_STUN	Ohnmacht
WIKI_MONSTERINFO_IMMUNE_TERROR	Angst
WIKI_MONSTERINFO_IMMUNE_TO	Immun gegen {}
WIKI_MONSTERINFO_LEVEL	Level {}
WIKI_MONSTERINFO_RESISTANCES	Resistenzen
WIKI_MONSTERINFO_STATISTICSOF	Statistiken von {}
WIKI_REFINEINFO_ITEM_LEVEL	Item Level {}
WIKI_REFINEINFO_UPGRADE_COSTS	Uppkosten
WIKI_REFINEINFO_YANG_COSTS	Yangkosten
WIKI_SUBCATEGORY_105_AND_NOW	105 und jetzt?
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	Alternative Truhen
WIKI_SUBCATEGORY_APE_DUNGEON	Affendungeon
WIKI_SUBCATEGORY_ARMOR	Rüstung
WIKI_SUBCATEGORY_AZRAEL	Devilscatacomb
WIKI_SUBCATEGORY_BATTLEPASS	Battlepass
WIKI_SUBCATEGORY_BELTS	Gürtel
WIKI_SUBCATEGORY_BERAN_SETAOU	Beran Setaou
WIKI_SUBCATEGORY_BOSS_HUNT	Boss Hunt
WIKI_SUBCATEGORY_BRACELET	Armband
WIKI_SUBCATEGORY_CHESTS	Truhen
WIKI_SUBCATEGORY_CONTER_BOOST	Conter Boost
WIKI_SUBCATEGORY_COSTUMES	Kostüme
WIKI_SUBCATEGORY_COSTUME_SASH	Schulterbänder
WIKI_SUBCATEGORY_CRYSTAL_DRAGON	Kristalldrache
WIKI_SUBCATEGORY_DEMONTOWER	Dämonenturm
WIKI_SUBCATEGORY_DRAGONALCHEMY	System-Guides
WIKI_SUBCATEGORY_EARRINGS	Ohrringe
WIKI_SUBCATEGORY_EMPIRE_WAR	Reichskrieg
WIKI_SUBCATEGORY_EVENT_CHESTS	Event Truhen
WIKI_SUBCATEGORY_FISHPUZZLE	Fischpuzzle
WIKI_SUBCATEGORY_GAYA	Gaya
WIKI_SUBCATEGORY_HAIRSTYLES	Frisuren
WIKI_SUBCATEGORY_HELMET	Helme
WIKI_SUBCATEGORY_HEXAGONAL_CHESTS	6eckige
WIKI_SUBCATEGORY_JOTUN_THRYM	Jotun Thrym
WIKI_SUBCATEGORY_LV1_75	All
WIKI_SUBCATEGORY_LV76_100	Lv 75-100
WIKI_SUBCATEGORY_LV76_105	Lv 76-105
WIKI_SUBCATEGORY_LV100	Lv 100
WIKI_SUBCATEGORY_MELEY	Meley
WIKI_SUBCATEGORY_MOONLIGHT_CHESTS	Mondlichschatztruhen
WIKI_SUBCATEGORY_MOUNT	Mount
WIKI_SUBCATEGORY_NECKLACE	Halskette
WIKI_SUBCATEGORY_NEMERE	Nemere
WIKI_SUBCATEGORY_OKAY_CARD	Okay Karten
WIKI_SUBCATEGORY_ORCMAZE	Dungeon-Guide
WIKI_SUBCATEGORY_PET	Pet
WIKI_SUBCATEGORY_PVP_TOURNAMENT	PvP Turnier
WIKI_SUBCATEGORY_RAZADOR	Razador
WIKI_SUBCATEGORY_RUNES	Runen
WIKI_SUBCATEGORY_SHIELD	Schilde
WIKI_SUBCATEGORY_SHIPDEFENSE	Schiffsverteidigung
WIKI_SUBCATEGORY_SHOES	Schuhe
WIKI_SUBCATEGORY_SHOULDER_SASH	Schulterbänder
WIKI_SUBCATEGORY_SKILL_COLOR	Skillfarben
WIKI_SUBCATEGORY_SPIDER_BARONESS	Spinnenbaroness
WIKI_SUBCATEGORY_TAG_TEAM	TagTeam
WIKI_SUBCATEGORY_TALISMANS	Talismane
WIKI_SUBCATEGORY_RINGS	Ringe
WIKI_SUBCATEGORY_ELIXIR	Elixiere
WIKI_SUBCATEGORY_THE_START	Mega-Guide
WIKI_SUBCATEGORY_THRANDUILS_LAIR	Thranduil
WIKI_SUBCATEGORY_WEAPONS	Waffen
WIKI_SUBCATEGORY_ZODIAC	Zodiac
WIKI_TITLENAME	Wiki
QUEST_TIMER_AVAILABLE_TEXT	Verfügbar
QUEST_TIMER_AVAILABLE	Verfügbar
QUEST_TIMER_INFO	Info
QUEST_TIMER_MINLVL	Min Lv
QUEST_TIMER_GROUPREQ	Gruppe benötigt
QUEST_TIMER_COOLDOWN	Cooldown
QUEST_TIMER_PASSAGETICKET	Passierschein
DESCRIPTION_EXAMPLE	Example bla
QUEST_TIMER_CURRENT	Aktuell
QUEST_TIMER_QUESTITEM	Quest Gegenstand
QUEST_TIMER_REWARDS	Belohnungen
QUEST_TIMER_BIOLOGREADY	Biologe Bereit
QUEST_TIMER_DUNGEON_DESC	Beschreibung
TIMER_WARP_QUESTION	Willst du wirklich zum Dungeon teleportieren?
QUEST_TIMER_LOCKED_TEXT	Gesperrt
QUEST_TIMER_LOCKED	Gesperrt
QUEST_TIMER_LOCKED_LEVEL	Level-Anforderungen nicht erfüllt
QUEST_TIMER_LOCKED_COOLDOWN	Cooldown nicht abgelaufen
NO	Nein
YES	Ja
BATTLEPASS_TEXT1	Free-Battlepass
BATTLEPASS_ID_2_NAME	Premium-Battlepass
BATTLEPASS_TEXT2	Status: |cff82ff7d|H|hAbgeschlossen|h|r
BATTLEPASS_TEXT3	Status: |cfffeff7d|H|hLäuft|h|r
BATTLEPASS_TEXT4	Prozent {:.1f}%
BATTLEPASS_TEXT5	Name: {}
BATTLEPASS_TEXT6	Mission bis {} fertig
BATTLEPASS_TEXT7	Missionen fertig {}
BATTLEPASS_TEXT8	Zeit verbleibend: |cfffeff7d|H|h{}|h|r
UIQUEST_TEXT1	Du musst mindestens 75 sein, um die Arena zu betreten!
TOOLTIP_TEXT1	Coins
TOOLTIP_TEXT2	(butx) - Statusfenster öffnen
TOOLTIP_TEXT3	(bctrl) - für Preview
TOOLTIP_TEXT4	(bshift) + (mleft) - fürs Entstapeln
TOOLTIP_TEXT5	(mright) - Klicken zum Deaktivieren
TOOLTIP_TEXT6	(mright) - Klicken zum Aktivieren
TOOLTIP_TEXT7	(bctrl) + (mright) - um 50 zu öffnen
TOOLTIP_TEXT8	(mright) - Inventar platzieren
TOOLTIP_TEXT9	(bctrl) + (mright) - Lager platzieren
TOOLTIP_TEXT10	(balt) - Wikipedia zeigen
TOOLTIP_TEXT11	Anzahl an Futter: {}
TOOLTIP_LEVEL_PET_NEEDED_FOOD	Benötigtes Futter: {}
TOOLTIP_LEVEL_PET_LEVEL_HIGHER_THAN_PLAYER	Dein Pet ist vom Level höher als dein Charakter.
TOOLTIP_TEXT12	Statuspunkte {}
TOOLTIP_TEXT13	{} Punkt(e) pro Level
WORLDBOSS_TEXT1	Täglich um {}
WORLDBOSS_TEXT2	{} um {}

WORLD_BOSS_INFO_NAME	Boss-Name
WORLD_BOSS_INFO_SPAWN_LOCATIONS	Spawn-Map
WORLD_BOSS_DAILY_AT	Täglich um 
WORLD_BOSS_SPAWNS_IN	Spawnt in {}
INTROLOGIN_TEXT1	Sprache auswählen

WIKI_SUBCATEGORY_SKILLTREE	Skillbaum & Jagdquest
WIKI_SUBCATEGORY_TITLEITEM	Titel-System
WIKI_SUBCATEGORY_RANKSYSTEM	Rang-System
WIKI_SUBCATEGORY_PETSYSTEM	Pet-System
WIKI_SUBCATEGORY_DAILYREWARD	Daily-Reward-System
CHAT_FILTER	Chatfilter
CHAT_GLOBAL	Global
MOUNT_POSTIFX	's Reittier
PET_POSTIFX	's Haustier
MOUNT_STRING	's Reittier
MAP_SNOW_QUEEN	Shiva
MAP_DRAGON_FIRE	Ragnarok
MAP_GREENSCREEN	Greenscreen
MAP_GARDEN	Pukei
MAP_OWL	Jagras
MAP_DEEP_CAVE	Barroth
MAP_AQUA	Aqua
MAP_ARTEMIS	Artemis
MAP_WORLDBOSS1	Weltboss (PvP)
MAP_WORLDBOSS2	Weltboss (PvM)
MAP_NEVERLAND	Rathian
MAP_WOOD	Odogaron
MAP_ICESTORM	Kadashi
MAP_SHIPDEFENSE	Schiffsverteidigung
MAP_SHIPPORT	Schiffsport
MAP_SOLITARY	Eden
MAP_LDK	Terra
FISHING_RENEWAL_CANNOT_EMOTION	Du kannst keine Emotionen verwenden, während du angelst.
FISHING_RENEWAL_CANNOT_OPEN_1	Du kannst es nicht öffnen, während du angelst.
FISHING_RENEWAL_CANNOT_OPEN_2	Du kannst diese Aktion nicht ausführen, während du angelst.
FISHING_RENEWAL_QUESTION	Ein Fisch hat angebissen. Möchtest du ihn fangen?
FISHING_RENEWAL_TIMEOUT	Du hast zu lange gezögert. Der Fisch ist entwischt.
CREATE_SERVER_ERROR	Etwas ist schiefgelaufen, probiere es später erneut.
CREATE_ERROR_BLOCKED	Das Erstellen von Charakteren ist deaktiviert.
CREATE_ERROR_LOGIN_NAME	Du kannst deinen Accountnamen nicht als Charakternamen nehmen.
CREATE_ERROR_LEVEL_LIMIT	Levelvoraussetzungen für diese Rasse nicht erfüllt.
CREATE_ERROR_ALREADY	Es existiert bereits ein Charakter mit diesem Namen.
CREATE_ERROR_ALREADY_SLOT	Es existiert bereits ein Charakter auf diesem Slot.
CREATE_ERROR_GM_BLOCKED	Du kannst dich nicht so nennen.
CREATE_ERROR_NAME_LENGTH	Dieser Name ist zu lang.
CREATE_ERROR_RACE_BLOCKED	Diese Rasse ist deaktiviert.
CREATE_ERROR_TIME_LIMIT	Du kannst nur alle 30 Sekunden einen Charakter erstellen.
CREATE_ERROR_FULL_ACCOUNT	Dein Account ist voll.
CREATE_ERROR_INVALID_RACE	Diese Rasse existiert nicht.
CREATE_ERROR_INVALID_SHAPE	Du kannst dieses Aussehen nicht wählen.
CREATE_ERROR_INVALID_NAME	Dein Charaktername enthält nicht erlaubte oder sich mehrfach wiederholende Zeichen.
CREATE_ERROR_INVALID_EMPIRE	Dieses Reich existiert nicht.
ROULETTE_REWARD_TEXT	Gegenstand erhalten
SKILL_TREE_POINTS	Skillbaumpunkte
CUBE_RENEWAL_POTION	Tränke
CUBE_RENEWAL_WEAPON	Waffen
CUBE_RENEWAL_ARMOR	Rüstungen
CUBE_RENEWAL_ACCESSORIES	Schmuck
CUBE_RENEWAL_ETC	Generell
TOOLTIP_AFFECT_BATTLE_PASS	Battlepass
TOOLTIP_REFINED_TO	wird geuppt zu
TOOLTIP_REFINE_FROM	wird geuppt von
CLIENT_RESTART_REQUIRED	Client-Neustart wird benötigt.
TOOLTIP_REQUIRED_COUNT	Anzahl: {}
TOOLTIP_DROP_STATE	Drop-Status: {}
DROP_STATE_ENABLED	aktiviert
DROP_STATE_DISABLED	deaktiviert
OPTION_SHOW_NPC_SHOPS	Läden
DESTROYER	Zerstören
TOOLTIP_AFFECT_PREMIUM_SWITCHBOT	Premium-Switchbot
TOOLTIP_AFFECT_VOTE_BONUS	Vote4Buff
GUILD	Gilde
WARBOARD_KILLS	Kills
WARBOARD_MVP	MVP
WARBOARD_GUILD_KILLS	Tötungen
WARBOARD_DEATHS	Tode
WARBOARD_LEVEL	Level
WARBOARD_TOTAL_DAMAGE	Gesamtschaden
YOU_NEED_TO_RESTART_YOUR_CLIENT	SEHR WICHTIG! Ein Client-Neustart wird UNBEDINGT benötigt.
HUNTING_MISSIONS_HUNT_1	Jage {}x {}
HUNTING_MISSIONS_HUNT_2	um deine Belohnung zu erhalten.
HUNTING_MISSIONS_REQUIRED_MISSIONS	Min. Level {}
POPUP_PLAYER_ONLINE	Dein Freund {} ist nun online.
POPUP_GUILD_MEMBER_ONLINE	Dein Gilden-Member {} ist nun online.
POPUP_GM_ONLINE	Ein Teammitglied {} ist nun online.
TOOLTIP_DROP_COUNT	Anzahl: {}
TOOLTIP_RARITY	{}
TOOLTIP_EXP_BONUS	EXP-Bonus: {}%
TOOLTIP_DEACTIVATE_TO_OPEN_PET_STATUS	Deaktivieren, um das Statusfenster öffnen zu können.
TOOLTIP_KEY_TO_BUY_MULTIPLE_FROM_SHOP	(bshift) - Mehrere kaufen
DUNGEON_NO_NAME	Unbekannt
DUNGEON_TYPE_TEXT	Kategorie: {}
DUNGEON_TYPE_PRIVATE	Privat
DUNGEON_TYPE_PUBLIC	Öffentilich
DUNGEON_ORG_TEXT	Version: {}
DUNGEON_ORG_SINGLE	Single
DUNGEON_ORG_PARTY	Party
DUNGEON_ORG_HYBRID	Single/Party
DUNGEON_LEVEL_LIMIT_TEXT	Levelgrenze: {} - {}
DUNGEON_PARTY_LIMIT_TEXT	Gruppenanzahl:
DUNGEON_COOLDOWN_TEXT	Abklingzeit: {}
DUNGEON_AVAILTIME_TEXT	Dungeon Zeit: {}
DUNGEON_ENTRANCE_TEXT	Eintritt: {}
DUNGEON_ST_RACEFLAG_TEXT	Rasse: {}
DUNGEON_RES_RACEFLAG_TEXT	Verteidigung: {}
DUNGEON_PERS_COUNT_TEXT	Abgeschlossen: {}
DUNGEON_FASTEST_TIME_TEXT	Schnellste Zeit: {}
DUNGEON_HIGHEST_DMG_TEXT	Max DMG Boss: {}
DUNGEON_RF_EMPTY	Keine
DUNGEON_RF_ANIMAL	Rathalos
DUNGEON_RF_UNDEAD	Untote
DUNGEON_RF_DEVIL	Teufel
DUNGEON_RF_HUMAN	Halbmenschen
DUNGEON_RF_ORC	Fatalis
DUNGEON_RF_MILGYO	Götter
DUNGEON_RF_INSECT	Insekten
DUNGEON_RF_SHADOW	Schatten
DUNGEON_RF_CZ	Zodiac
DUNGEON_RF_ELEC	Elek
DUNGEON_RF_FIRE	Feuer
DUNGEON_RF_ICE	Eis
DUNGEON_RF_WIND	Wind
DUNGEON_RF_EARTH	Erde
DUNGEON_RF_DARK	Dunkelheit
DUNGEON_RANKING_TITLE	Rangliste
DUNGEON_RANKING_TITLE_2	Kategorie
DUNGEON_TITLE_TYPE_COUNT	Anzahl
DUNGEON_TITLE_TYPE_TIME	Zeit
DUNGEON_TITLE_TYPE_DMG	Schaden
DUNGEON_TYPE_COUNT	Abgeschlossen
DUNGEON_TYPE_TIME	Schnellste Zeit
DUNGEON_TYPE_DMG	Max Schaden
MAP_SHADOW_TOWER	Vaal Hazak
MAP_DIABLOS	Diablos
MAP_PYRA	Kulve Taroth
MAP_DEMON	Kushala Daora
TOOLTIP_APPLY_ATTBONUS_SHADOW	Stark gegen Schatten +{}%
MAP_EASTER	Oster-Event
PRIVATESHOPSEARCH_TALISMAN	Talismane
PRIVATESHOPSEARCH_TOGGLE_AFFECT	Elixiere
PRIVATESHOPSEARCH_COSTUME_WEAPON_EFFECT	Waffenshining
PRIVATESHOPSEARCH_COSTUME_ARMOR_EFFECT	Rüstungsshining
